artist,song_name,quarterly_date,n_streams
Ava Max,My Head & My Heart,2021 Q1,3745763
Drake,What’s Next,2021 Q1,3640492
Machine Gun Kelly,my ex's best friend (with blackbear),2021 Q1,3635855
Drake,Lemon Pepper Freestyle (feat. Rick Ross),2021 Q1,3578438
XXXTENTACION,SAD!,2021 Q1,3506296
Arctic Monkeys,Fluorescent Adolescent,2021 Q1,3493491
Digga D,Bringing It Back,2021 Q1,3405639
Fredo,Burner on Deck (feat. Pop Smoke & Young Adz),2021 Q1,3345043
KSI,Patience (feat. YUNGBLUD & Polo G),2021 Q1,3344762
Drake,Wants and Needs (feat. Lil Baby),2021 Q1,3292475
Aitch,Rain,2021 Q1,3253294
Kali Uchis,telepatía,2021 Q1,3204554
Kings of Leon,Sex on Fire,2021 Q1,3187680
Oasis,Wonderwall,2021 Q1,3186587
Nathan Evans,Wellerman - Sea Shanty,2021 Q1,3172193
Queen,Bohemian Rhapsody - Remastered 2011,2021 Q1,3162015
Queen,Don't Stop Me Now - Remastered 2011,2021 Q1,3158721
Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series""",2021 Q1,3139773
Fredo,Ready (feat. Summer Walker),2021 Q1,3067828
The Kooks,She Moves In Her Own Way,2021 Q1,3054451
Pop Smoke,Hello (feat. A Boogie Wit da Hoodie),2021 Q1,2951050
Central Cee,Commitment Issues,2021 Q1,2944057
Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,2021 Q1,2910919
Rudimental,"Be the One (feat. MORGAN, Digga D & TIKE)",2021 Q1,2856478
Bruno Mars,Leave The Door Open,2021 Q1,2851411
The Kid LAROI,GO (feat. Juice WRLD),2021 Q1,2818505
Travis Scott,HIGHEST IN THE ROOM,2021 Q1,2812670
Ritt Momney,Put Your Records On,2021 Q1,2805503
Tom Odell,Another Love,2021 Q1,2732114
George Ezra,Shotgun,2021 Q1,2687111
Juice WRLD,Reminds Me Of You,2021 Q1,2654729
Justin Bieber,Lonely (with benny blanco),2021 Q1,2631180
Giveon,Heartbreak Anniversary,2021 Q1,2587802
Oasis,Wonderwall - Remastered,2021 Q1,2534824
Shawn Mendes,Wonder,2021 Q1,2524174
RAYE,Regardless,2021 Q1,2509024
Electric Light Orchestra,Mr. Blue Sky,2021 Q1,2486475
Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),2021 Q1,2466552
Ed Sheeran,Shape of You,2021 Q1,2465235
Ed Sheeran,Perfect,2021 Q1,2398670
Digga D,Chingy (It’s Whatever),2021 Q1,2392277
Taylor Swift,Love Story (Taylor’s Version),2021 Q1,2354147
D-Block Europe,Ferrari Horses,2021 Q1,2345511
Ariana Grande,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",2021 Q1,2327986
Central Cee,6 For 6,2021 Q1,2306244
Jason Derulo,Love Not War (The Tampa Beat),2021 Q1,2279683
Maroon 5,Payphone,2021 Q1,2252032
Ella Henderson,Let’s Go Home Together,2021 Q1,2230906
Brent Faiyaz,Dead Man Walking,2021 Q1,2226302
Bastille,Pompeii,2021 Q1,2223006
Digga D,Toxic,2021 Q1,2166021
Digga D,Woi,2021 Q1,2157482
220 KID,Too Many Nights (with JC Stewart),2021 Q1,2131585
Ed Sheeran,Thinking out Loud,2021 Q1,2119681
Drake,Toosie Slide,2021 Q1,2117366
Central Cee,Loading,2021 Q1,2103142
The Weeknd,The Hills,2021 Q1,2097720
Juice WRLD,Bad Boy (with Young Thug),2021 Q1,2077373
Abra Cadabra,Mixed Emotions,2021 Q1,2060284
Adele,Someone Like You,2021 Q1,2049396
A1 x J1,Latest Trends (feat. Aitch) - Remix,2021 Q1,1997415
Arctic Monkeys,R U Mine?,2021 Q1,1990380
Megan Thee Stallion,Body,2021 Q1,1988797
Oasis,Don't Look Back in Anger - Remastered,2021 Q1,1975513
Two Door Cinema Club,What You Know,2021 Q1,1952230
Gym Class Heroes,Cupid's Chokehold / Breakfast in America,2021 Q1,1908578
Gotye,Somebody That I Used To Know,2021 Q1,1890572
Digga D,Bluuwuu,2021 Q1,1887680
Bryan Adams,Summer Of '69,2021 Q1,1845397
AJ Tracey,Anxious,2021 Q1,1773778
Taylor Swift,champagne problems,2021 Q1,1771374
Ariana Grande,pov,2021 Q1,1718910
Stormzy,Vossi Bop,2021 Q1,1706172
Lil Peep,Star Shopping,2021 Q1,1703158
Sabrina Carpenter,Skin,2021 Q1,1681749
ElyOtto,SugarCrash!,2021 Q1,1676533
Justin Bieber,Hold On,2021 Q1,1668797
Tom Grennan,Little Bit of Love,2021 Q1,1665464
Ashnikko,Daisy,2021 Q1,1665378
Justin Bieber,Hold On,2021 Q1,1656652
NF,Let You Down,2021 Q1,1649728
All Time Low,"Dear Maria, Count Me In",2021 Q1,1632235
Headie One,Princess Cuts (feat. Young T & Bugsey),2021 Q1,1625121
Sam Smith,Diamonds,2021 Q1,1533677
Kid Cudi,Show Out (with Skepta & Pop Smoke),2021 Q1,1527546
Bugzy Malone,Notorious,2021 Q1,1503962
Fredo,Back to Basics,2021 Q1,1459873
OneRepublic,Counting Stars,2021 Q1,1434976
The Kid LAROI,SO DONE,2021 Q1,1424148
BØRNS,Electric Love,2021 Q1,1364160
Noah Cyrus,July,2021 Q1,1353404
Nathan Dawe,Flowers (feat. Jaykae and MALIKA),2021 Q1,1351590
Bicep,Apricots,2021 Q1,1351127
Juice WRLD,Hate The Other Side (with Marshmello & The Kid Laroi),2021 Q1,1350580
Billie Eilish,everything i wanted,2021 Q1,1346963
Oasis,Don't Look Back in Anger,2021 Q1,1345161
The Kid LAROI,ALWAYS DO,2021 Q1,1338344
Tom Zanetti,Didn't Know,2021 Q1,1324900
Drake,Chicago Freestyle (feat. Giveon),2021 Q1,1322602
Calum Scott,Dancing On My Own,2021 Q1,1315388
Justin Bieber,Anyone,2021 Q1,1250499
Justin Bieber,As I Am (feat. Khalid),2021 Q1,1241190
Central Cee,Day in the Life,2021 Q1,1233912
Unknown T,WW2,2021 Q1,1231066
Ariana Grande,motive (with Doja Cat),2021 Q1,1171705
Bring Me The Horizon,Can You Feel My Heart,2021 Q1,1170311
Central Cee,Day in the Life,2021 Q1,1131758
Elton John,I'm Still Standing,2021 Q1,1098861
ElyOtto,SugarCrash!,2021 Q1,1085850
CORPSE,E-GIRLS ARE RUINING MY LIFE!,2021 Q1,1052070
Becky Hill,Heaven On My Mind (with Sigala),2021 Q1,1044687
slowthai,CANCELLED (feat. Skepta),2021 Q1,1036161
Justin Bieber,Holy (feat. Chance The Rapper),2021 Q1,1032440
Miley Cyrus,Party In The U.S.A.,2021 Q1,1031828
The Fray,How to Save a Life,2021 Q1,1026587
220 KID,Don’t Need Love (with GRACEY),2021 Q1,1005568
Jorja Smith,Come Over (feat. Popcaan),2021 Q1,1003620
Ed Sheeran,I Don't Care (with Justin Bieber),2021 Q1,983211
Billie Eilish,Lo Vas A Olvidar (with ROSALÍA),2021 Q1,973956
blackbear,hot girl bummer,2021 Q1,966631
Ashnikko,Daisy,2021 Q1,954174
Headie One,Siberia (feat. Burna Boy),2021 Q1,949610
Jorja Smith,Addicted,2021 Q1,947910
Justin Bieber,Unstable (feat. The Kid LAROI),2021 Q1,910869
Fumez The Engineer,TPL x Fumez The Engineer - Plugged In Freestyle,2021 Q1,905996
Dream,Roadtrip,2021 Q1,899162
Yxng Bane,Dancing On Ice (feat. Nafe Smallz & M Huncho),2021 Q1,867959
Digga D,Chingy (It’s Whatever),2021 Q1,863913
Justin Bieber,Off My Face,2021 Q1,861742
Machine Gun Kelly,DAYWALKER! (feat. CORPSE),2021 Q1,853719
Tom Grennan,Little Bit of Love,2021 Q1,845091
Central Cee,Pinging (6 Figures),2021 Q1,830150
Justin Bieber,Loved By You (feat. Burna Boy),2021 Q1,823945
Justin Bieber,2 Much,2021 Q1,823007
Digga D,Woi,2021 Q1,816237
Justin Bieber,Ghost,2021 Q1,812588
Taylor Swift,"no body, no crime (feat. HAIM)",2021 Q1,781789
Justin Bieber,Deserve You,2021 Q1,780529
The Weeknd,Starboy,2021 Q1,769094
James Hype,Afraid (feat. HARLEE),2021 Q1,761089
Justin Bieber,Lonely (with benny blanco),2021 Q1,752233
Fredo,Back to Basics,2021 Q1,748733
SR,Welcome To Brixton,2021 Q1,747209
Sia,Snowman,2021 Q1,745318
YUNGBLUD,parents,2021 Q1,728700
a-ha,Take on Me,2021 Q1,728471
Justin Bieber,Love You Different (feat. BEAM),2021 Q1,725559
Tom Zanetti,Didn't Know,2021 Q1,703715
Octavian,Papi Chulo,2021 Q1,692861
Justin Bieber,Die For You (feat. Dominic Fike),2021 Q1,691834
Taylor Swift,gold rush,2021 Q1,689135
Lil Tjay,Sex Sounds,2021 Q1,677623
Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),2021 Q1,661244
XXXTENTACION,Everybody Dies In Their Nightmares,2021 Q1,653550
Anne-Marie,2002,2021 Q1,652469
Dua Lipa,Break My Heart,2021 Q1,651865
Clairo,Sofia,2021 Q1,651770
Fredo,Biggest Mistake,2021 Q1,650152
Regard,Secrets,2021 Q1,649864
Arizona Zervas,ROXANNE,2021 Q1,648807
The Wombats,Greek Tragedy,2021 Q1,648172
Justin Bieber,Somebody,2021 Q1,633366
Ed Sheeran,Beautiful People (feat. Khalid),2021 Q1,627216
Fredo,Spaghetti,2021 Q1,624371
Digga D,Toxic,2021 Q1,559081
Fredo,Blood in My Eyes,2021 Q1,558122
The Longest Johns,Wellerman,2021 Q1,557702
Ariana Grande,test drive,2021 Q1,547816
"The Cast of RuPaul's Drag Race UK, Season 2",UK Hun? (United Kingdolls Version),2021 Q1,546645
Fredo,Do You Right,2021 Q1,528631
Fredo,Aunt's Place,2021 Q1,481231
Fredo,I Miss,2021 Q1,477340
Pop Smoke,AP - Music from the film Boogie,2021 Q1,477306
ZAYN,Vibez,2021 Q1,468040
JLS,Time,2021 Q1,465258
Lana Del Rey,White Dress,2021 Q1,464582
ZAYN,Vibez,2021 Q1,443389
Chip,Lumidee,2021 Q1,442573
Mooski,Track Star,2021 Q1,435856
Lana Del Rey,Chemtrails Over The Country Club,2021 Q1,433500
Digga D,No Chorus,2021 Q1,431336
slowthai,terms (feat. Dominic Fike & Denzel Curry),2021 Q1,429074
Lana Del Rey,Chemtrails Over The Country Club,2021 Q1,425616
slowthai,MAZZA (feat. A$AP Rocky),2021 Q1,420378
Brent Faiyaz,"Gravity (feat. Tyler, The Creator)",2021 Q1,417751
Ariana Grande,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",2021 Q1,410536
James Arthur,Medicine,2021 Q1,408521
The Longest Johns,Wellerman,2021 Q1,405432
Central Cee,Pinging (6 Figures),2021 Q1,399237
Ghetts,Skengman (feat. Stormzy),2021 Q1,399064
Foo Fighters,Making A Fire,2021 Q1,396703
Central Cee,Fraud,2021 Q1,395744
Post Malone,Only Wanna Be With You - Pokémon 25 Version,2021 Q1,392987
NF,CLOUDS,2021 Q1,387209
Chip,Grown Flex,2021 Q1,384146
Masked Wolf,Astronaut In The Ocean,2021 Q1,383954
Central Cee,Ruby,2021 Q1,380504
Rita Ora,Big (feat. Gunna),2021 Q1,378939
Beach Bunny,Cloud 9,2021 Q1,378268
ROSÉ,On The Ground,2021 Q1,376872
JAE5,Dimension (feat. Skepta & Rema),2021 Q1,375671
Rag'n'Bone Man,All You Ever Wanted,2021 Q1,367083
The Weeknd,In Your Eyes,2021 Q1,366483
Eminem,The Real Slim Shady,2021 Q1,366238
Calvin Harris,Feel So Close - Radio Edit,2021 Q1,364732
Tears For Fears,Everybody Wants To Rule The World,2021 Q1,364042
Beyoncé,Halo,2021 Q1,362336
Post Malone,I Fall Apart,2021 Q1,361657
Adele,Make You Feel My Love,2021 Q1,358372
Michael Jackson,Billie Jean,2021 Q1,357408
Clean Bandit,Higher (feat. iann dior),2021 Q1,356899
Fredo,What Can I Say,2021 Q1,356342
slowthai,feel away (feat. James Blake & Mount Kimbie),2021 Q1,354074
Mother Mother,Burning Pile,2021 Q1,351075
The Notorious B.I.G.,Hypnotize - 2014 Remaster,2021 Q1,349258
Eminem,Love The Way You Lie,2021 Q1,348586
slowthai,push (feat. Deb Never),2021 Q1,348172
Foo Fighters,Waiting On A War,2021 Q1,347322
Bruno Mars,Just the Way You Are,2021 Q1,346492
The Goo Goo Dolls,Iris,2021 Q1,345669
Elton John,Your Song,2021 Q1,344911
Taylor Swift,‘tis the damn season,2021 Q1,338072
SZA,Drew Barrymore,2021 Q1,331941
Digga D,Daily Duppy - Pt.1,2021 Q1,328644
Mimi Webb,Reasons,2021 Q1,328023
Doja Cat,Say So,2021 Q1,326434
Bicep,Atlas,2021 Q1,322995
Polo G,21,2021 Q1,320671
Brent Faiyaz,Trust,2021 Q1,319510
Eminem,Gnat,2021 Q1,316470
Dua Lipa,Physical,2021 Q1,313914
StaySolidRocky,Party Girl,2021 Q1,313231
Juice WRLD,Righteous,2021 Q1,306221
Sam Fischer,This City,2021 Q1,300600
JP Saxe,If the World Was Ending (feat. Julia Michaels),2021 Q1,300353
MEDUZA,Lose Control,2021 Q1,297288
Olivia Rodrigo,good 4 u,2021 Q2,32189201
Lil Nas X,MONTERO (Call Me By Your Name),2021 Q2,30955476
Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),2021 Q2,27860158
Doja Cat,Kiss Me More (feat. SZA),2021 Q2,26799940
Tion Wayne,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",2021 Q2,25632291
Joel Corry,BED,2021 Q2,22304376
Riton,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,2021 Q2,21406225
Dua Lipa,Levitating (feat. DaBaby),2021 Q2,19975006
Polo G,RAPSTAR,2021 Q2,19381178
Tiësto,The Business,2021 Q2,18238425
ATB,Your Love (9PM),2021 Q2,17039979
Glass Animals,Heat Waves,2021 Q2,16577794
Tom Grennan,Little Bit of Love,2021 Q2,16327171
D-Block Europe,Ferrari Horses,2021 Q2,15786657
Mimi Webb,Good Without,2021 Q2,15460957
Joel Corry,Head & Heart (feat. MNEK),2021 Q2,15299921
Russ Millions,Body,2021 Q2,14817984
A1 x J1,Latest Trends,2021 Q2,14644785
The Weeknd,Blinding Lights,2021 Q2,13644321
Lil Tjay,Calling My Phone,2021 Q2,13290887
Anne-Marie,Don't Play,2021 Q2,13058182
The Kid LAROI,WITHOUT YOU,2021 Q2,12844710
Ella Henderson,Let’s Go Home Together,2021 Q2,12831683
Majestic,Rasputin,2021 Q2,12651487
Olivia Rodrigo,deja vu,2021 Q2,12498253
Olivia Rodrigo,drivers license,2021 Q2,12451145
Cardi B,Up,2021 Q2,11956438
Justin Bieber,Hold On,2021 Q2,11904098
Central Cee,Commitment Issues,2021 Q2,11854976
Navos,Believe Me,2021 Q2,11775350
The Weeknd,Save Your Tears,2021 Q2,11764862
Ava Max,My Head & My Heart,2021 Q2,11733368
Tom Zanetti,Didn't Know,2021 Q2,11641585
Masked Wolf,Astronaut In The Ocean,2021 Q2,11589617
Bruno Mars,Leave The Door Open,2021 Q2,11347710
Doja Cat,Streets,2021 Q2,11163977
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),2021 Q2,11081958
Dave,Titanium,2021 Q2,10899993
The Killers,Mr. Brightside,2021 Q2,10885666
AJ Tracey,Little More Love,2021 Q2,10604367
Olivia Rodrigo,traitor,2021 Q2,10437279
Olivia Rodrigo,deja vu,2021 Q2,10364913
Nathan Evans,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,2021 Q2,10255180
MEDUZA,Paradise (feat. Dermot Kennedy),2021 Q2,10248642
Olivia Rodrigo,drivers license,2021 Q2,9657150
Harry Styles,Watermelon Sugar,2021 Q2,9609301
KSI,Patience (feat. YUNGBLUD & Polo G),2021 Q2,9448523
Giveon,Heartbreak Anniversary,2021 Q2,9350914
Tom Odell,Another Love,2021 Q2,9237135
AURORA,Runaway,2021 Q2,9153805
24kGoldn,Mood (feat. iann dior),2021 Q2,9145221
Lewis Capaldi,Someone You Loved,2021 Q2,9107062
Shane Codd,Get Out My Head,2021 Q2,9066540
Dua Lipa,We're Good,2021 Q2,8887535
Polo G,Martin & Gina,2021 Q2,8806093
Central Cee,Loading,2021 Q2,8741719
SZA,Good Days,2021 Q2,8574436
Fleetwood Mac,Dreams - 2004 Remaster,2021 Q2,8532179
Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",2021 Q2,8224760
Olivia Rodrigo,brutal,2021 Q2,8024001
Olivia Rodrigo,favorite crime,2021 Q2,8015571
Billie Eilish,Your Power,2021 Q2,7815879
Wes Nelson,Nice To Meet Ya (feat. Yxng Bane),2021 Q2,7750146
Vance Joy,Riptide,2021 Q2,7734799
Dave,Location (feat. Burna Boy),2021 Q2,7612458
Pop Smoke,What You Know Bout Love,2021 Q2,7603357
Griff,Black Hole,2021 Q2,7468809
Dua Lipa,Don't Start Now,2021 Q2,7439192
DaBaby,ROCKSTAR (feat. Roddy Ricch),2021 Q2,7408684
Olivia Rodrigo,happier,2021 Q2,7406408
Måneskin,I WANNA BE YOUR SLAVE,2021 Q2,7353773
Galantis,Heartbreak Anthem (with David Guetta & Little Mix),2021 Q2,7231770
The Neighbourhood,Sweater Weather,2021 Q2,7139402
Little Mix,Confetti (feat. Saweetie),2021 Q2,7048998
Arctic Monkeys,Do I Wanna Know?,2021 Q2,6963885
Ariana Grande,positions,2021 Q2,6922340
Oasis,Wonderwall - Remastered,2021 Q2,6865620
CJ,Whoopty,2021 Q2,6828727
Nathan Dawe,Way Too Long,2021 Q2,6816990
Little Mix,Sweet Melody,2021 Q2,6747255
Cardi B,WAP (feat. Megan Thee Stallion),2021 Q2,6671599
Duncan Laurence,Arcade,2021 Q2,6656002
Wilkinson,Afterglow,2021 Q2,6636213
Olivia Rodrigo,"jealousy, jealousy",2021 Q2,6559653
SAINt JHN,Roses - Imanbek Remix,2021 Q2,6548857
Lil Nas X,MONTERO (Call Me By Your Name),2021 Q2,6513670
Drake,Wants and Needs (feat. Lil Baby),2021 Q2,6511015
Central Cee,6 For 6,2021 Q2,6493754
Juice WRLD,Lucid Dreams,2021 Q2,6431996
Noizu,Summer 91 (Looking Back),2021 Q2,6426858
Tate McRae,you broke me first,2021 Q2,6389536
Arctic Monkeys,Why'd You Only Call Me When You're High?,2021 Q2,6373756
A1 x J1,Latest Trends (feat. Aitch) - Remix,2021 Q2,6360456
Fleetwood Mac,The Chain - 2004 Remaster,2021 Q2,6348094
Olivia Rodrigo,enough for you,2021 Q2,6333522
Fred again..,Marea (We’ve Lost Dancing),2021 Q2,6317972
Travis Scott,Goosebumps - Remix,2021 Q2,6246716
Tones And I,Dance Monkey,2021 Q2,6225782
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2021 Q2,6199505
BANNERS,Someone To You,2021 Q2,6198278
Lewis Capaldi,Before You Go,2021 Q2,6169980
Toploader,Dancing in the Moonlight,2021 Q2,6104705
Coldplay,Yellow,2021 Q2,6069388
Nathan Dawe,Lighter (feat. KSI),2021 Q2,6034768
Harry Styles,Golden,2021 Q2,6022095
HVME,Goosebumps,2021 Q2,5945261
Olivia Rodrigo,"1 step forward, 3 steps back",2021 Q2,5891845
Paul Woolford,Looking For Me,2021 Q2,5872022
Lady Gaga,Rain On Me (with Ariana Grande),2021 Q2,5868433
Drake,One Dance,2021 Q2,5774531
Hozier,Take Me To Church,2021 Q2,5712947
Lady Gaga,Shallow,2021 Q2,5706772
Gym Class Heroes,Cupid's Chokehold / Breakfast in America,2021 Q2,5699873
Ariana Grande,34+35,2021 Q2,5672987
Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,2021 Q2,5650695
Headie One,Ain't It Different (feat. AJ Tracey & Stormzy),2021 Q2,5637121
Fleetwood Mac,Go Your Own Way - 2004 Remaster,2021 Q2,5632341
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),2021 Q2,5611240
Becky Hill,Last Time,2021 Q2,5580279
Oasis,Don't Look Back in Anger - Remastered,2021 Q2,5527063
The Kooks,Naive,2021 Q2,5516766
Avicii,Wake Me Up,2021 Q2,5516328
Kings of Leon,Sex on Fire,2021 Q2,5445300
Fleetwood Mac,Everywhere - 2017 Remaster,2021 Q2,5431713
J. Cole,No Role Modelz,2021 Q2,5426140
Juice WRLD,Wishing Well,2021 Q2,5395553
James Arthur,Say You Won't Let Go,2021 Q2,5361523
Eminem,The Real Slim Shady,2021 Q2,5276050
Bad Boy Chiller Crew,Don't You Worry About Me,2021 Q2,5273934
Electric Light Orchestra,Mr. Blue Sky,2021 Q2,5272312
Nirvana,Smells Like Teen Spirit,2021 Q2,5268180
MKTO,Classic,2021 Q2,5213023
Pop Smoke,Mood Swings (feat. Lil Tjay),2021 Q2,5197049
Nelly Furtado,Promiscuous,2021 Q2,5179358
Journey,Don't Stop Believin',2021 Q2,5148460
The Kooks,She Moves In Her Own Way,2021 Q2,5126215
Ashnikko,Slumber Party (feat. Princess Nokia),2021 Q2,5104091
Juice WRLD,Robbery,2021 Q2,5076920
Queen,Bohemian Rhapsody - Remastered 2011,2021 Q2,5070373
Imagine Dragons,Believer,2021 Q2,5054715
Justin Bieber,Anyone,2021 Q2,5012603
Elton John,I'm Still Standing,2021 Q2,5007654
Coldplay,Higher Power,2021 Q2,4961223
ArrDee,Oliver Twist,2021 Q2,4940515
Pop Smoke,Dior,2021 Q2,4886904
Bryan Adams,Summer Of '69,2021 Q2,4832751
Måneskin,ZITTI E BUONI,2021 Q2,4779306
Drake,Laugh Now Cry Later (feat. Lil Durk),2021 Q2,4707482
J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),2021 Q2,4705575
Harry Styles,Falling,2021 Q2,4682319
Olivia Rodrigo,hope ur ok,2021 Q2,4673632
Queen,Don't Stop Me Now - Remastered 2011,2021 Q2,4634676
Bastille,Pompeii,2021 Q2,4632515
Sigala,Lasting Lover,2021 Q2,4597614
SR,Welcome To Brixton,2021 Q2,4480657
Juice WRLD,All Girls Are The Same,2021 Q2,4467416
Bella Poarch,Build a Bitch,2021 Q2,4385943
Billie Eilish,bad guy,2021 Q2,4347056
Tears For Fears,Everybody Wants To Rule The World,2021 Q2,4278156
Pop Smoke,For The Night (feat. Lil Baby & DaBaby),2021 Q2,4253518
Masked Wolf,Astronaut In The Ocean,2021 Q2,4222196
J. Cole,m y . l i f e (with 21 Savage & Morray),2021 Q2,4210943
Digga D,Bringing It Back,2021 Q2,4156973
Years & Years,Starstruck,2021 Q2,4115144
Dua Lipa,Levitating,2021 Q2,4086831
Wilbur Soot,Your New Boyfriend,2021 Q2,4060744
Rag'n'Bone Man,Anywhere Away from Here (Rag’n’Bone Man & P!nk),2021 Q2,4052235
AJ Tracey,Ladbroke Grove,2021 Q2,3999159
Lewis Capaldi,Bruises,2021 Q2,3951887
Miley Cyrus,Prisoner (feat. Dua Lipa),2021 Q2,3948786
Anne-Marie,Our Song,2021 Q2,3926707
Post Malone,Circles,2021 Q2,3876759
Fumez The Engineer,TPL x Fumez The Engineer - Plugged In Freestyle,2021 Q2,3871897
Fredo,Money Talks (feat. Dave),2021 Q2,3827772
Olivia Rodrigo,good 4 u,2021 Q2,3809188
Ed Sheeran,Shape of You,2021 Q2,3787223
Kali Uchis,telepatía,2021 Q2,3785505
Regard,You,2021 Q2,3755538
Taylor Swift,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),2021 Q2,3743819
James Arthur,Train Wreck,2021 Q2,3730607
Justin Bieber,Holy (feat. Chance The Rapper),2021 Q2,3722401
Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),2021 Q2,3687975
Billie Eilish,lovely (with Khalid),2021 Q2,3583279
Mooski,Track Star,2021 Q2,3522594
Drake,Lemon Pepper Freestyle (feat. Rick Ross),2021 Q2,3462560
Two Door Cinema Club,What You Know,2021 Q2,3459819
OneRepublic,Counting Stars,2021 Q2,3430235
Eminem,Godzilla (feat. Juice WRLD),2021 Q2,3394640
J. Cole,a m a r i,2021 Q2,3385835
AJ Tracey,West Ten,2021 Q2,3385688
Central Cee,Day in the Life,2021 Q2,3383316
WILLOW,t r a n s p a r e n t s o u l feat. Travis Barker,2021 Q2,3342800
Måneskin,Beggin',2021 Q2,3325739
James Arthur,Medicine,2021 Q2,3305196
Ghost Killer Track,Tonight (feat. D-Block Europe & OBOY),2021 Q2,3284914
Beach Bunny,Cloud 9,2021 Q2,3242907
Fat Joe,Sunshine (The Light),2021 Q2,3236955
Harry Styles,Adore You,2021 Q2,3196015
Fumez The Engineer,A92 x Fumez The Engineer - Plugged In Freestyle,2021 Q2,3113193
George Ezra,Shotgun,2021 Q2,3112995
Calvin Harris,By Your Side (feat. Tom Grennan),2021 Q2,3094603
Surf Curse,Freaks,2021 Q2,3089484
Polo G,RAPSTAR,2021 Q2,3059810
Wes Nelson,See Nobody,2021 Q2,2963254
Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),2021 Q2,2868312
Saweetie,Best Friend (feat. Doja Cat),2021 Q2,2866579
Billie Eilish,Lost Cause,2021 Q2,2860512
Lil Tjay,F.N,2021 Q2,2843735
Bruno Mars,Talking to the Moon,2021 Q2,2831458
Trippie Redd,Miss The Rage (feat. Playboi Carti),2021 Q2,2829016
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",2021 Q2,2827948
StarBoi3,Dick (feat. Doja Cat),2021 Q2,2759504
Topic,Breaking Me,2021 Q2,2745549
Stay Flee Get Lizzy,Meant To Be (feat. Fredo & Central Cee),2021 Q2,2729668
KSI,Holiday,2021 Q2,2708658
Tame Impala,The Less I Know The Better,2021 Q2,2704666
Drake,What’s Next,2021 Q2,2703836
WALK THE MOON,Shut Up and Dance,2021 Q2,2659441
BTS,Butter,2021 Q2,2630845
Arctic Monkeys,505,2021 Q2,2629614
Joel Corry,Lonely,2021 Q2,2489659
Tion Wayne,Wow,2021 Q2,2429751
Jawsh 685,Savage Love (Laxed - Siren Beat),2021 Q2,2389164
Billie Eilish,Therefore I Am,2021 Q2,2367652
Mimi Webb,Dumb Love,2021 Q2,2344687
"Earth, Wind & Fire",September,2021 Q2,2334317
Saweetie,Best Friend (feat. Doja Cat),2021 Q2,2331863
Justin Bieber,As I Am (feat. Khalid),2021 Q2,2313128
Young Stoner Life,Solid (feat. Drake),2021 Q2,2300453
BTS,Butter,2021 Q2,2232791
"Baddiel, Skinner & Lightning Seeds",Three Lions,2021 Q2,2182782
Lovejoy,One Day,2021 Q2,2137095
Dave,Mercury,2021 Q2,2080219
James Hype,Afraid (feat. HARLEE),2021 Q2,2075532
J. Cole,i n t e r l u d e,2021 Q2,2032680
Lil Mosey,Blueberry Faygo,2021 Q2,2030730
Gotye,Somebody That I Used To Know,2021 Q2,1946951
