artist,song_name,quarterly_date,n_streams,genre,Genre_Group
Digga D,Chingy (It’s Whatever),2021 Q1,2392277.0,Drill,Rap/Hip-Hop
Taylor Swift,Love Story (Taylor’s Version),2021 Q1,2354147.0,Country,Country
D-Block Europe,Ferrari Horses,2021 Q1,2345511.0,Grime,Electronic
Ariana Grande,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",2021 Q1,2327986.0,Pop,Pop
Central Cee,6 For 6,2021 Q1,2306244.0,Drill,Rap/Hip-Hop
Jason Derulo,Love Not War (The Tampa Beat),2021 Q1,2279683.0,Pop,Pop
Maroon 5,Payphone,2021 Q1,2252032.0,Rock,Rock/Punk/Metal
Ella Henderson,Let’s Go Home Together,2021 Q1,2230906.0,Pop,Pop
Brent Faiyaz,Dead Man Walking,2021 Q1,2226302.0,R&B,R&B
Bastille,Pompeii,2021 Q1,2223006.0,Rock,Rock/Punk/Metal
Digga D,Toxic,2021 Q1,2166021.0,Drill,Rap/Hip-Hop
Digga D,Woi,2021 Q1,2157482.0,Drill,Rap/Hip-Hop
220 KID,Too Many Nights (with JC Stewart),2021 Q1,2131585.0,Electronic,Electronic
Ed Sheeran,Thinking out Loud,2021 Q1,2119681.0,Pop,Pop
Drake,Toosie Slide,2021 Q1,2117366.0,Rap,Rap/Hip-Hop
Central Cee,Loading,2021 Q1,2103142.0,Drill,Rap/Hip-Hop
The Weeknd,The Hills,2021 Q1,2097720.0,R&B,R&B
Juice WRLD,Bad Boy (with Young Thug),2021 Q1,2077373.0,Rap,Rap/Hip-Hop
Abra Cadabra,Mixed Emotions,2021 Q1,2060284.0,Drill,Rap/Hip-Hop
Adele,Someone Like You,2021 Q1,2049396.0,Soul,Soul
A1 x J1,Latest Trends (feat. Aitch) - Remix,2021 Q1,1997415.0,Drill,Rap/Hip-Hop
Arctic Monkeys,R U Mine?,2021 Q1,1990380.0,Indie,Indie
Megan Thee Stallion,Body,2021 Q1,1988797.0,Rap,Rap/Hip-Hop
Oasis,Don't Look Back in Anger - Remastered,2021 Q1,1975513.0,Pop,Pop
Two Door Cinema Club,What You Know,2021 Q1,1952230.0,Indie,Indie
Gym Class Heroes,Cupid's Chokehold / Breakfast in America,2021 Q1,1908578.0,Rap,Rap/Hip-Hop
Gotye,Somebody That I Used To Know,2021 Q1,1890572.0,Indie,Indie
Digga D,Bluuwuu,2021 Q1,1887680.0,Drill,Rap/Hip-Hop
Bryan Adams,Summer Of '69,2021 Q1,1845397.0,Rock,Rock/Punk/Metal
AJ Tracey,Anxious,2021 Q1,1773778.0,Grime,Electronic
Taylor Swift,champagne problems,2021 Q1,1771374.0,Pop,Pop
Ariana Grande,pov,2021 Q1,1718910.0,Pop,Pop
Stormzy,Vossi Bop,2021 Q1,1706172.0,Hip-Hop,Rap/Hip-Hop
Lil Peep,Star Shopping,2021 Q1,1703158.0,Rock,Rock/Punk/Metal
Sabrina Carpenter,Skin,2021 Q1,1681749.0,Pop,Pop
ElyOtto,SugarCrash!,2021 Q1,1676533.0,Pop,Pop
Justin Bieber,Hold On,2021 Q1,1668797.0,Pop,Pop
Tom Grennan,Little Bit of Love,2021 Q1,1665464.0,Pop,Pop
Ashnikko,Daisy,2021 Q1,1665378.0,Rap,Rap/Hip-Hop
Justin Bieber,Hold On,2021 Q1,1656652.0,Pop,Pop
NF,Let You Down,2021 Q1,1649728.0,Rap,Rap/Hip-Hop
All Time Low,"Dear Maria, Count Me In",2021 Q1,1632235.0,Rock,Rock/Punk/Metal
Headie One,Princess Cuts (feat. Young T & Bugsey),2021 Q1,1625121.0,Drill,Rap/Hip-Hop
Sam Smith,Diamonds,2021 Q1,1533677.0,Soft Pop,Pop
Kid Cudi,Show Out (with Skepta & Pop Smoke),2021 Q1,1527546.0,Drill,Rap/Hip-Hop
Bugzy Malone,Notorious,2021 Q1,1503962.0,Grime,Electronic
Fredo,Back to Basics,2021 Q1,1459873.0,Drill,Rap/Hip-Hop
OneRepublic,Counting Stars,2021 Q1,1434976.0,Rock,Rock/Punk/Metal
The Kid LAROI,SO DONE,2021 Q1,1424148.0,Pop,Pop
BØRNS,Electric Love,2021 Q1,1364160.0,Pop,Pop
Noah Cyrus,July,2021 Q1,1353404.0,Pop,Pop
Nathan Dawe,Flowers (feat. Jaykae and MALIKA),2021 Q1,1351590.0,Electronic,Electronic
Bicep,Apricots,2021 Q1,1351127.0,Electronic,Electronic
Juice WRLD,Hate The Other Side (with Marshmello & The Kid Laroi),2021 Q1,1350580.0,Rap,Rap/Hip-Hop
Billie Eilish,everything i wanted,2021 Q1,1346963.0,Pop,Pop
Oasis,Don't Look Back in Anger,2021 Q1,1345161.0,Indie,Indie
The Kid LAROI,ALWAYS DO,2021 Q1,1338344.0,Hip-Hop,Rap/Hip-Hop
Tom Zanetti,Didn't Know,2021 Q1,1324900.0,House,Dance/House
Drake,Chicago Freestyle (feat. Giveon),2021 Q1,1322602.0,Rap,Rap/Hip-Hop
Calum Scott,Dancing On My Own,2021 Q1,1315388.0,Soft Pop,Pop
Justin Bieber,Anyone,2021 Q1,1250499.0,Pop,Pop
Justin Bieber,As I Am (feat. Khalid),2021 Q1,1241190.0,Soul,Soul
Central Cee,Day in the Life,2021 Q1,1233912.0,Drill,Rap/Hip-Hop
Unknown T,WW2,2021 Q1,1231066.0,Drill,Rap/Hip-Hop
Ariana Grande,motive (with Doja Cat),2021 Q1,1171705.0,Pop,Pop
Bring Me The Horizon,Can You Feel My Heart,2021 Q1,1170311.0,Metal,Rock/Punk/Metal
Central Cee,Day in the Life,2021 Q1,1131758.0,Drill,Rap/Hip-Hop
Elton John,I'm Still Standing,2021 Q1,1098861.0,Pop,Pop
ElyOtto,SugarCrash!,2021 Q1,1085850.0,Pop,Pop
CORPSE,E-GIRLS ARE RUINING MY LIFE!,2021 Q1,1052070.0,Rap,Rap/Hip-Hop
Becky Hill,Heaven On My Mind (with Sigala),2021 Q1,1044687.0,Dance,Dance/House
slowthai,CANCELLED (feat. Skepta),2021 Q1,1036161.0,Grime,Electronic
Justin Bieber,Holy (feat. Chance The Rapper),2021 Q1,1032440.0,Chill,Chill
Miley Cyrus,Party In The U.S.A.,2021 Q1,1031828.0,Country,Country
The Fray,How to Save a Life,2021 Q1,1026587.0,Rock,Rock/Punk/Metal
220 KID,Don’t Need Love (with GRACEY),2021 Q1,1005568.0,Electronic,Electronic
Jorja Smith,Come Over (feat. Popcaan),2021 Q1,1003620.0,R&B,R&B
Ed Sheeran,I Don't Care (with Justin Bieber),2021 Q1,983211.0,Soft Pop,Pop
Billie Eilish,Lo Vas A Olvidar (with ROSALÍA),2021 Q1,973956.0,Indie,Indie
blackbear,hot girl bummer,2021 Q1,966631.0,Rap,Rap/Hip-Hop
Ashnikko,Daisy,2021 Q1,954174.0,Rap,Rap/Hip-Hop
Headie One,Siberia (feat. Burna Boy),2021 Q1,949610.0,Drill,Rap/Hip-Hop
Jorja Smith,Addicted,2021 Q1,947910.0,R&B,R&B
Justin Bieber,Unstable (feat. The Kid LAROI),2021 Q1,910869.0,Hip-Hop,Rap/Hip-Hop
Fumez The Engineer,TPL x Fumez The Engineer - Plugged In Freestyle,2021 Q1,905996.0,Drill,Rap/Hip-Hop
Dream,Roadtrip,2021 Q1,899162.0,Metal,Rock/Punk/Metal
Yxng Bane,Dancing On Ice (feat. Nafe Smallz & M Huncho),2021 Q1,867959.0,Swing,Swing
Digga D,Chingy (It’s Whatever),2021 Q1,863913.0,Drill,Rap/Hip-Hop
Justin Bieber,Off My Face,2021 Q1,861742.0,Hip-Hop,Rap/Hip-Hop
Machine Gun Kelly,DAYWALKER! (feat. CORPSE),2021 Q1,853719.0,Punk,Rock/Punk/Metal
Tom Grennan,Little Bit of Love,2021 Q1,845091.0,Pop,Pop
Central Cee,Pinging (6 Figures),2021 Q1,830150.0,Drill,Rap/Hip-Hop
Justin Bieber,Loved By You (feat. Burna Boy),2021 Q1,823945.0,Afrobeats,Afrobeats
Justin Bieber,2 Much,2021 Q1,823007.0,Hip-Hop,Rap/Hip-Hop
Digga D,Woi,2021 Q1,816237.0,Drill,Rap/Hip-Hop
Justin Bieber,Ghost,2021 Q1,812588.0,Pop,Pop
Taylor Swift,"no body, no crime (feat. HAIM)",2021 Q1,781789.0,Country,Country
Justin Bieber,Deserve You,2021 Q1,780529.0,Hip-Hop,Rap/Hip-Hop
The Weeknd,Starboy,2021 Q1,769094.0,R&B,R&B
James Hype,Afraid (feat. HARLEE),2021 Q1,761089.0,House,Dance/House
Justin Bieber,Lonely (with benny blanco),2021 Q1,752233.0,Pop,Pop
Fredo,Back to Basics,2021 Q1,748733.0,Drill,Rap/Hip-Hop
SR,Welcome To Brixton,2021 Q1,747209.0,Drill,Rap/Hip-Hop
Sia,Snowman,2021 Q1,745318.0,Indie,Indie
YUNGBLUD,parents,2021 Q1,728700.0,Indie,Indie
a-ha,Take on Me,2021 Q1,728471.0,Pop,Pop
Justin Bieber,Love You Different (feat. BEAM),2021 Q1,725559.0,Afrobeats,Afrobeats
Tom Zanetti,Didn't Know,2021 Q1,703715.0,House,Dance/House
Octavian,Papi Chulo,2021 Q1,692861.0,Grime,Electronic
Justin Bieber,Die For You (feat. Dominic Fike),2021 Q1,691834.0,Dance,Dance/House
Taylor Swift,gold rush,2021 Q1,689135.0,Pop,Pop
Lil Tjay,Sex Sounds,2021 Q1,677623.0,Drill,Rap/Hip-Hop
Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),2021 Q1,661244.0,Drill,Rap/Hip-Hop
XXXTENTACION,Everybody Dies In Their Nightmares,2021 Q1,653550.0,Rock,Rock/Punk/Metal
Anne-Marie,2002,2021 Q1,652469.0,Pop,Pop
Dua Lipa,Break My Heart,2021 Q1,651865.0,Pop,Pop
Clairo,Sofia,2021 Q1,651770.0,Pop,Pop
Fredo,Biggest Mistake,2021 Q1,650152.0,Drill,Rap/Hip-Hop
Regard,Secrets,2021 Q1,649864.0,Dance,Dance/House
Arizona Zervas,ROXANNE,2021 Q1,648807.0,Rap,Rap/Hip-Hop
The Wombats,Greek Tragedy,2021 Q1,648172.0,Indie,Indie
Justin Bieber,Somebody,2021 Q1,633366.0,Pop,Pop
Ed Sheeran,Beautiful People (feat. Khalid),2021 Q1,627216.0,Soft Pop,Pop
Fredo,Spaghetti,2021 Q1,624371.0,Drill,Rap/Hip-Hop
Digga D,Toxic,2021 Q1,559081.0,Drill,Rap/Hip-Hop
Fredo,Blood in My Eyes,2021 Q1,558122.0,Drill,Rap/Hip-Hop
The Longest Johns,Wellerman,2021 Q1,557702.0,Folk,Folk
Ariana Grande,test drive,2021 Q1,547816.0,Pop,Pop
"The Cast of RuPaul's Drag Race UK, Season 2",UK Hun? (United Kingdolls Version),2021 Q1,546645.0,Unknown,Unknown
Fredo,Do You Right,2021 Q1,528631.0,Drill,Rap/Hip-Hop
Fredo,Aunt's Place,2021 Q1,481231.0,Drill,Rap/Hip-Hop
Fredo,I Miss,2021 Q1,477340.0,Drill,Rap/Hip-Hop
Pop Smoke,AP - Music from the film Boogie,2021 Q1,477306.0,Drill,Rap/Hip-Hop
ZAYN,Vibez,2021 Q1,468040.0,R&B,R&B
JLS,Time,2021 Q1,465258.0,Unknown,Unknown
Lana Del Rey,White Dress,2021 Q1,464582.0,Folk,Folk
ZAYN,Vibez,2021 Q1,443389.0,R&B,R&B
Chip,Lumidee,2021 Q1,442573.0,Chill,Chill
Mooski,Track Star,2021 Q1,435856.0,Hip-Hop,Rap/Hip-Hop
Lana Del Rey,Chemtrails Over The Country Club,2021 Q1,433500.0,Pop,Pop
Digga D,No Chorus,2021 Q1,431336.0,Drill,Rap/Hip-Hop
slowthai,terms (feat. Dominic Fike & Denzel Curry),2021 Q1,429074.0,Grime,Electronic
Lana Del Rey,Chemtrails Over The Country Club,2021 Q1,425616.0,Pop,Pop
slowthai,MAZZA (feat. A$AP Rocky),2021 Q1,420378.0,Grime,Electronic
Brent Faiyaz,"Gravity (feat. Tyler, The Creator)",2021 Q1,417751.0,R&B,R&B
Ariana Grande,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",2021 Q1,410536.0,Pop,Pop
James Arthur,Medicine,2021 Q1,408521.0,Soft Pop,Pop
The Longest Johns,Wellerman,2021 Q1,405432.0,Folk,Folk
Central Cee,Pinging (6 Figures),2021 Q1,399237.0,Drill,Rap/Hip-Hop
Ghetts,Skengman (feat. Stormzy),2021 Q1,399064.0,Grime,Electronic
Foo Fighters,Making A Fire,2021 Q1,396703.0,Rock,Rock/Punk/Metal
Central Cee,Fraud,2021 Q1,395744.0,Drill,Rap/Hip-Hop
Post Malone,Only Wanna Be With You - Pokémon 25 Version,2021 Q1,392987.0,Pop,Pop
NF,CLOUDS,2021 Q1,387209.0,Hip-Hop,Rap/Hip-Hop
Chip,Grown Flex,2021 Q1,384146.0,Chill,Chill
Masked Wolf,Astronaut In The Ocean,2021 Q1,383954.0,Rap,Rap/Hip-Hop
Central Cee,Ruby,2021 Q1,380504.0,Drill,Rap/Hip-Hop
Rita Ora,Big (feat. Gunna),2021 Q1,378939.0,Electronic,Electronic
Beach Bunny,Cloud 9,2021 Q1,378268.0,Pop,Pop
ROSÉ,On The Ground,2021 Q1,376872.0,K-Pop,K-Pop
JAE5,Dimension (feat. Skepta & Rema),2021 Q1,375671.0,Afrobeats,Afrobeats
Rag'n'Bone Man,All You Ever Wanted,2021 Q1,367083.0,Hip-Hop,Rap/Hip-Hop
The Weeknd,In Your Eyes,2021 Q1,366483.0,R&B,R&B
Eminem,The Real Slim Shady,2021 Q1,366238.0,Hip-Hop,Rap/Hip-Hop
Calvin Harris,Feel So Close - Radio Edit,2021 Q1,364732.0,Edm,Electronic
Tears For Fears,Everybody Wants To Rule The World,2021 Q1,364042.0,Rock,Rock/Punk/Metal
Beyoncé,Halo,2021 Q1,362336.0,Pop,Pop
Post Malone,I Fall Apart,2021 Q1,361657.0,Hip-Hop,Rap/Hip-Hop
Adele,Make You Feel My Love,2021 Q1,358372.0,Soul,Soul
Michael Jackson,Billie Jean,2021 Q1,357408.0,Pop,Pop
Clean Bandit,Higher (feat. iann dior),2021 Q1,356899.0,Dance,Dance/House
Fredo,What Can I Say,2021 Q1,356342.0,Drill,Rap/Hip-Hop
slowthai,feel away (feat. James Blake & Mount Kimbie),2021 Q1,354074.0,Grime,Electronic
Mother Mother,Burning Pile,2021 Q1,351075.0,Indie,Indie
The Notorious B.I.G.,Hypnotize - 2014 Remaster,2021 Q1,349258.0,Rap,Rap/Hip-Hop
Eminem,Love The Way You Lie,2021 Q1,348586.0,Hip-Hop,Rap/Hip-Hop
slowthai,push (feat. Deb Never),2021 Q1,348172.0,Grime,Electronic
Foo Fighters,Waiting On A War,2021 Q1,347322.0,Rock,Rock/Punk/Metal
Bruno Mars,Just the Way You Are,2021 Q1,346492.0,Pop,Pop
The Goo Goo Dolls,Iris,2021 Q1,345669.0,Rock,Rock/Punk/Metal
Elton John,Your Song,2021 Q1,344911.0,Pop,Pop
Taylor Swift,‘tis the damn season,2021 Q1,338072.0,Folk,Folk
SZA,Drew Barrymore,2021 Q1,331941.0,R&B,R&B
Digga D,Daily Duppy - Pt.1,2021 Q1,328644.0,Drill,Rap/Hip-Hop
Mimi Webb,Reasons,2021 Q1,328023.0,Indie,Indie
Doja Cat,Say So,2021 Q1,326434.0,R&B,R&B
Bicep,Atlas,2021 Q1,322995.0,Electronic,Electronic
Polo G,21,2021 Q1,320671.0,Rap,Rap/Hip-Hop
Brent Faiyaz,Trust,2021 Q1,319510.0,R&B,R&B
Eminem,Gnat,2021 Q1,316470.0,Hip-Hop,Rap/Hip-Hop
Dua Lipa,Physical,2021 Q1,313914.0,Pop,Pop
StaySolidRocky,Party Girl,2021 Q1,313231.0,Hip-Hop,Rap/Hip-Hop
Juice WRLD,Righteous,2021 Q1,306221.0,Rap,Rap/Hip-Hop
Sam Fischer,This City,2021 Q1,300600.0,Unknown,Unknown
JP Saxe,If the World Was Ending (feat. Julia Michaels),2021 Q1,300353.0,Unknown,Unknown
MEDUZA,Lose Control,2021 Q1,297288.0,House,Dance/House
Olivia Rodrigo,good 4 u,2021 Q2,32189201.0,Pop,Pop
Lil Nas X,MONTERO (Call Me By Your Name),2021 Q2,30955476.0,R&B,R&B
Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),2021 Q2,27860158.0,R&B,R&B
Doja Cat,Kiss Me More (feat. SZA),2021 Q2,26799940.0,Rap,Rap/Hip-Hop
Tion Wayne,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",2021 Q2,25632291.0,Drill,Rap/Hip-Hop
Joel Corry,BED,2021 Q2,22304376.0,Dance,Dance/House
Riton,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,2021 Q2,21406225.0,House,Dance/House
Dua Lipa,Levitating (feat. DaBaby),2021 Q2,19975006.0,Pop,Pop
Polo G,RAPSTAR,2021 Q2,19381178.0,Rap,Rap/Hip-Hop
Tiësto,The Business,2021 Q2,18238425.0,Edm,Electronic
ATB,Your Love (9PM),2021 Q2,17039979.0,Edm,Electronic
Glass Animals,Heat Waves,2021 Q2,16577794.0,Electronic,Electronic
Tom Grennan,Little Bit of Love,2021 Q2,16327171.0,Pop,Pop
D-Block Europe,Ferrari Horses,2021 Q2,15786657.0,Grime,Electronic
Mimi Webb,Good Without,2021 Q2,15460957.0,Pop,Pop
Joel Corry,Head & Heart (feat. MNEK),2021 Q2,15299921.0,Dance,Dance/House
Russ Millions,Body,2021 Q2,14817984.0,Drill,Rap/Hip-Hop
A1 x J1,Latest Trends,2021 Q2,14644785.0,Drill,Rap/Hip-Hop
The Weeknd,Blinding Lights,2021 Q2,13644321.0,R&B,R&B
Lil Tjay,Calling My Phone,2021 Q2,13290887.0,Drill,Rap/Hip-Hop
Anne-Marie,Don't Play,2021 Q2,13058182.0,Pop,Pop
The Kid LAROI,WITHOUT YOU,2021 Q2,12844710.0,Pop,Pop
Ella Henderson,Let’s Go Home Together,2021 Q2,12831683.0,Pop,Pop
Majestic,Rasputin,2021 Q2,12651487.0,Electronic,Electronic
Olivia Rodrigo,deja vu,2021 Q2,12498253.0,Pop,Pop
Olivia Rodrigo,drivers license,2021 Q2,12451145.0,Pop,Pop
Cardi B,Up,2021 Q2,11956438.0,Rap,Rap/Hip-Hop
Justin Bieber,Hold On,2021 Q2,11904098.0,Pop,Pop
Central Cee,Commitment Issues,2021 Q2,11854976.0,Drill,Rap/Hip-Hop
Navos,Believe Me,2021 Q2,11775350.0,House,Dance/House
The Weeknd,Save Your Tears,2021 Q2,11764862.0,R&B,R&B
Ava Max,My Head & My Heart,2021 Q2,11733368.0,Pop,Pop
Tom Zanetti,Didn't Know,2021 Q2,11641585.0,House,Dance/House
Masked Wolf,Astronaut In The Ocean,2021 Q2,11589617.0,Rap,Rap/Hip-Hop
Bruno Mars,Leave The Door Open,2021 Q2,11347710.0,Soul,Soul
Doja Cat,Streets,2021 Q2,11163977.0,R&B,R&B
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),2021 Q2,11081958.0,Soul,Soul
Dave,Titanium,2021 Q2,10899993.0,Grime,Electronic
The Killers,Mr. Brightside,2021 Q2,10885666.0,Indie,Indie
AJ Tracey,Little More Love,2021 Q2,10604367.0,Grime,Electronic
Olivia Rodrigo,traitor,2021 Q2,10437279.0,Pop,Pop
Olivia Rodrigo,deja vu,2021 Q2,10364913.0,Pop,Pop
Nathan Evans,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,2021 Q2,10255180.0,Unknown,Unknown
MEDUZA,Paradise (feat. Dermot Kennedy),2021 Q2,10248642.0,Electronic,Electronic
Olivia Rodrigo,drivers license,2021 Q2,9657150.0,Pop,Pop
Harry Styles,Watermelon Sugar,2021 Q2,9609301.0,Pop,Pop
KSI,Patience (feat. YUNGBLUD & Polo G),2021 Q2,9448523.0,Disco,Disco
Giveon,Heartbreak Anniversary,2021 Q2,9350914.0,R&B,R&B
Tom Odell,Another Love,2021 Q2,9237135.0,Indie,Indie
AURORA,Runaway,2021 Q2,9153805.0,Unknown,Unknown
24kGoldn,Mood (feat. iann dior),2021 Q2,9145221.0,Pop,Pop
Lewis Capaldi,Someone You Loved,2021 Q2,9107062.0,Pop,Pop
Shane Codd,Get Out My Head,2021 Q2,9066540.0,Electronic,Electronic
Dua Lipa,We're Good,2021 Q2,8887535.0,Pop,Pop
Polo G,Martin & Gina,2021 Q2,8806093.0,Hip-Hop,Rap/Hip-Hop
Central Cee,Loading,2021 Q2,8741719.0,Drill,Rap/Hip-Hop
SZA,Good Days,2021 Q2,8574436.0,R&B,R&B
Fleetwood Mac,Dreams - 2004 Remaster,2021 Q2,8532179.0,Rock,Rock/Punk/Metal
Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",2021 Q2,8224760.0,Hip-Hop,Rap/Hip-Hop
Olivia Rodrigo,brutal,2021 Q2,8024001.0,Pop,Pop
Olivia Rodrigo,favorite crime,2021 Q2,8015571.0,Pop,Pop
Billie Eilish,Your Power,2021 Q2,7815879.0,Pop,Pop
Wes Nelson,Nice To Meet Ya (feat. Yxng Bane),2021 Q2,7750146.0,Hip-Hop,Rap/Hip-Hop
Vance Joy,Riptide,2021 Q2,7734799.0,Rock,Rock/Punk/Metal
Dave,Location (feat. Burna Boy),2021 Q2,7612458.0,Grime,Electronic
Pop Smoke,What You Know Bout Love,2021 Q2,7603357.0,Drill,Rap/Hip-Hop
Griff,Black Hole,2021 Q2,7468809.0,Pop,Pop
Dua Lipa,Don't Start Now,2021 Q2,7439192.0,Pop,Pop
DaBaby,ROCKSTAR (feat. Roddy Ricch),2021 Q2,7408684.0,Rap,Rap/Hip-Hop
Olivia Rodrigo,happier,2021 Q2,7406408.0,Pop,Pop
Måneskin,I WANNA BE YOUR SLAVE,2021 Q2,7353773.0,Rock,Rock/Punk/Metal
Galantis,Heartbreak Anthem (with David Guetta & Little Mix),2021 Q2,7231770.0,Electronic,Electronic
The Neighbourhood,Sweater Weather,2021 Q2,7139402.0,Rock,Rock/Punk/Metal
Little Mix,Confetti (feat. Saweetie),2021 Q2,7048998.0,Pop,Pop
Arctic Monkeys,Do I Wanna Know?,2021 Q2,6963885.0,Indie,Indie
Ariana Grande,positions,2021 Q2,6922340.0,Pop,Pop
Oasis,Wonderwall - Remastered,2021 Q2,6865620.0,Pop,Pop
CJ,Whoopty,2021 Q2,6828727.0,Latin,Latin
Nathan Dawe,Way Too Long,2021 Q2,6816990.0,Electronic,Electronic
Little Mix,Sweet Melody,2021 Q2,6747255.0,Pop,Pop
Cardi B,WAP (feat. Megan Thee Stallion),2021 Q2,6671599.0,Rap,Rap/Hip-Hop
Duncan Laurence,Arcade,2021 Q2,6656002.0,Pop,Pop
Wilkinson,Afterglow,2021 Q2,6636213.0,Edm,Electronic
Olivia Rodrigo,"jealousy, jealousy",2021 Q2,6559653.0,Rock,Rock/Punk/Metal
SAINt JHN,Roses - Imanbek Remix,2021 Q2,6548857.0,Electronic,Electronic
Lil Nas X,MONTERO (Call Me By Your Name),2021 Q2,6513670.0,R&B,R&B
Drake,Wants and Needs (feat. Lil Baby),2021 Q2,6511015.0,Rap,Rap/Hip-Hop
Central Cee,6 For 6,2021 Q2,6493754.0,Drill,Rap/Hip-Hop
Juice WRLD,Lucid Dreams,2021 Q2,6431996.0,Rap,Rap/Hip-Hop
Noizu,Summer 91 (Looking Back),2021 Q2,6426858.0,House,Dance/House
Tate McRae,you broke me first,2021 Q2,6389536.0,Electronic,Electronic
Arctic Monkeys,Why'd You Only Call Me When You're High?,2021 Q2,6373756.0,Indie,Indie
A1 x J1,Latest Trends (feat. Aitch) - Remix,2021 Q2,6360456.0,Drill,Rap/Hip-Hop
Fleetwood Mac,The Chain - 2004 Remaster,2021 Q2,6348094.0,Rock,Rock/Punk/Metal
Olivia Rodrigo,enough for you,2021 Q2,6333522.0,Pop,Pop
Fred again..,Marea (We’ve Lost Dancing),2021 Q2,6317972.0,House,Dance/House
Travis Scott,Goosebumps - Remix,2021 Q2,6246716.0,Rap,Rap/Hip-Hop
Tones And I,Dance Monkey,2021 Q2,6225782.0,Dance,Dance/House
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2021 Q2,6199505.0,Hip-Hop,Rap/Hip-Hop
BANNERS,Someone To You,2021 Q2,6198278.0,Pop,Pop
Lewis Capaldi,Before You Go,2021 Q2,6169980.0,Pop,Pop
Toploader,Dancing in the Moonlight,2021 Q2,6104705.0,Pop,Pop
Coldplay,Yellow,2021 Q2,6069388.0,Rock,Rock/Punk/Metal
Nathan Dawe,Lighter (feat. KSI),2021 Q2,6034768.0,Dance,Dance/House
Harry Styles,Golden,2021 Q2,6022095.0,Pop,Pop
HVME,Goosebumps,2021 Q2,5945261.0,House,Dance/House
Olivia Rodrigo,"1 step forward, 3 steps back",2021 Q2,5891845.0,Pop,Pop
Paul Woolford,Looking For Me,2021 Q2,5872022.0,Unknown,Unknown
Lady Gaga,Rain On Me (with Ariana Grande),2021 Q2,5868433.0,Pop,Pop
Drake,One Dance,2021 Q2,5774531.0,Rap,Rap/Hip-Hop
Hozier,Take Me To Church,2021 Q2,5712947.0,Pop,Pop
Lady Gaga,Shallow,2021 Q2,5706772.0,Pop,Pop
Gym Class Heroes,Cupid's Chokehold / Breakfast in America,2021 Q2,5699873.0,Rap,Rap/Hip-Hop
Ariana Grande,34+35,2021 Q2,5672987.0,Pop,Pop
Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,2021 Q2,5650695.0,Hip-Hop,Rap/Hip-Hop
Headie One,Ain't It Different (feat. AJ Tracey & Stormzy),2021 Q2,5637121.0,Drill,Rap/Hip-Hop
Fleetwood Mac,Go Your Own Way - 2004 Remaster,2021 Q2,5632341.0,Rock,Rock/Punk/Metal
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),2021 Q2,5611240.0,Soul,Soul
Becky Hill,Last Time,2021 Q2,5580279.0,Electronic,Electronic
Oasis,Don't Look Back in Anger - Remastered,2021 Q2,5527063.0,Pop,Pop
The Kooks,Naive,2021 Q2,5516766.0,Indie,Indie
Avicii,Wake Me Up,2021 Q2,5516328.0,House,Dance/House
Kings of Leon,Sex on Fire,2021 Q2,5445300.0,Rock,Rock/Punk/Metal
Fleetwood Mac,Everywhere - 2017 Remaster,2021 Q2,5431713.0,Rock,Rock/Punk/Metal
J. Cole,No Role Modelz,2021 Q2,5426140.0,Hip-Hop,Rap/Hip-Hop
Juice WRLD,Wishing Well,2021 Q2,5395553.0,Rap,Rap/Hip-Hop
James Arthur,Say You Won't Let Go,2021 Q2,5361523.0,R&B,R&B
Eminem,The Real Slim Shady,2021 Q2,5276050.0,Hip-Hop,Rap/Hip-Hop
Bad Boy Chiller Crew,Don't You Worry About Me,2021 Q2,5273934.0,Edm,Electronic
Electric Light Orchestra,Mr. Blue Sky,2021 Q2,5272312.0,Rock,Rock/Punk/Metal
Nirvana,Smells Like Teen Spirit,2021 Q2,5268180.0,Rock,Rock/Punk/Metal
MKTO,Classic,2021 Q2,5213023.0,Pop,Pop
Pop Smoke,Mood Swings (feat. Lil Tjay),2021 Q2,5197049.0,Drill,Rap/Hip-Hop
Nelly Furtado,Promiscuous,2021 Q2,5179358.0,Pop,Pop
Journey,Don't Stop Believin',2021 Q2,5148460.0,Rock,Rock/Punk/Metal
The Kooks,She Moves In Her Own Way,2021 Q2,5126215.0,Indie,Indie
Ashnikko,Slumber Party (feat. Princess Nokia),2021 Q2,5104091.0,Pop,Pop
Juice WRLD,Robbery,2021 Q2,5076920.0,Rap,Rap/Hip-Hop
Queen,Bohemian Rhapsody - Remastered 2011,2021 Q2,5070373.0,Rock,Rock/Punk/Metal
