year_quarter,genre,Genre_Group,streams,gdp_(£m),inflation_(%),hfce_(£m),unemployment_rate_(%)
2021 Q2,Pop,Pop,4682319.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,4673632.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,4634676.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,4632515.0,605353.0,2.1,361389.0,4.7
2021 Q2,Dance,Dance/House,4597614.0,605353.0,2.1,361389.0,4.7
2021 Q2,Drill,Rap/Hip-Hop,4480657.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,4467416.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,4385943.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,4347056.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,4278156.0,605353.0,2.1,361389.0,4.7
2021 Q2,Drill,Rap/Hip-Hop,4253518.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,4222196.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,4210943.0,605353.0,2.1,361389.0,4.7
2021 Q2,Drill,Rap/Hip-Hop,4156973.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,4115144.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,4086831.0,605353.0,2.1,361389.0,4.7
2021 Q2,Unknown,Unknown,4060744.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,4052235.0,605353.0,2.1,361389.0,4.7
2021 Q2,Grime,Electronic,3999159.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,3951887.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,3948786.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,3926707.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,3876759.0,605353.0,2.1,361389.0,4.7
2021 Q2,Drill,Rap/Hip-Hop,3871897.0,605353.0,2.1,361389.0,4.7
2021 Q2,Drill,Rap/Hip-Hop,3827772.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,3809188.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,3787223.0,605353.0,2.1,361389.0,4.7
2021 Q2,R&B,R&B,3785505.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,3755538.0,605353.0,2.1,361389.0,4.7
2021 Q2,Country,Country,3743819.0,605353.0,2.1,361389.0,4.7
2021 Q2,Soft Pop,Pop,3730607.0,605353.0,2.1,361389.0,4.7
2021 Q2,Chill,Chill,3722401.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,3687975.0,605353.0,2.1,361389.0,4.7
2021 Q2,Indie,Indie,3583279.0,605353.0,2.1,361389.0,4.7
2021 Q2,Hip-Hop,Rap/Hip-Hop,3522594.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,3462560.0,605353.0,2.1,361389.0,4.7
2021 Q2,Indie,Indie,3459819.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,3430235.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,3394640.0,605353.0,2.1,361389.0,4.7
2021 Q2,Hip-Hop,Rap/Hip-Hop,3385835.0,605353.0,2.1,361389.0,4.7
2021 Q2,Grime,Electronic,3385688.0,605353.0,2.1,361389.0,4.7
2021 Q2,Drill,Rap/Hip-Hop,3383316.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,3342800.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,3325739.0,605353.0,2.1,361389.0,4.7
2021 Q2,Soft Pop,Pop,3305196.0,605353.0,2.1,361389.0,4.7
2021 Q2,Unknown,Unknown,3284914.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,3242907.0,605353.0,2.1,361389.0,4.7
2021 Q2,Hip-Hop,Rap/Hip-Hop,3236955.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,3196015.0,605353.0,2.1,361389.0,4.7
2021 Q2,Drill,Rap/Hip-Hop,3113193.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,3112995.0,605353.0,2.1,361389.0,4.7
2021 Q2,Edm,Electronic,3094603.0,605353.0,2.1,361389.0,4.7
2021 Q2,Indie,Indie,3089484.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,3059810.0,605353.0,2.1,361389.0,4.7
2021 Q2,Hip-Hop,Rap/Hip-Hop,2963254.0,605353.0,2.1,361389.0,4.7
2021 Q2,Drill,Rap/Hip-Hop,2868312.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,2866579.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,2860512.0,605353.0,2.1,361389.0,4.7
2021 Q2,Drill,Rap/Hip-Hop,2843735.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,2831458.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,2829016.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,2827948.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,2759504.0,605353.0,2.1,361389.0,4.7
2021 Q2,Dance,Dance/House,2745549.0,605353.0,2.1,361389.0,4.7
2021 Q2,Grime,Electronic,2729668.0,605353.0,2.1,361389.0,4.7
2021 Q2,Grime,Electronic,2708658.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,2704666.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,2703836.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,2659441.0,605353.0,2.1,361389.0,4.7
2021 Q2,K-Pop,K-Pop,2630845.0,605353.0,2.1,361389.0,4.7
2021 Q2,Indie,Indie,2629614.0,605353.0,2.1,361389.0,4.7
2021 Q2,Dance,Dance/House,2489659.0,605353.0,2.1,361389.0,4.7
2021 Q2,Drill,Rap/Hip-Hop,2429751.0,605353.0,2.1,361389.0,4.7
2021 Q2,Unknown,Unknown,2389164.0,605353.0,2.1,361389.0,4.7
2021 Q2,Electronic,Electronic,2367652.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,2344687.0,605353.0,2.1,361389.0,4.7
2021 Q2,Disco,Disco,2334317.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,2331863.0,605353.0,2.1,361389.0,4.7
2021 Q2,Soul,Soul,2313128.0,605353.0,2.1,361389.0,4.7
2021 Q2,Electronic,Electronic,2300453.0,605353.0,2.1,361389.0,4.7
2021 Q2,K-Pop,K-Pop,2232791.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,2182782.0,605353.0,2.1,361389.0,4.7
2021 Q2,Indie,Indie,2137095.0,605353.0,2.1,361389.0,4.7
2021 Q2,Grime,Electronic,2080219.0,605353.0,2.1,361389.0,4.7
2021 Q2,House,Dance/House,2075532.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,2032680.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,2030730.0,605353.0,2.1,361389.0,4.7
2021 Q2,Indie,Indie,1946951.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,1937100.0,605353.0,2.1,361389.0,4.7
2021 Q2,Dance,Dance/House,1923140.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,1914491.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,1914231.0,605353.0,2.1,361389.0,4.7
2021 Q2,Christmas,Christmas,1879462.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,1814486.0,605353.0,2.1,361389.0,4.7
2021 Q2,Electronic,Electronic,1808352.0,605353.0,2.1,361389.0,4.7
2021 Q2,Drill,Rap/Hip-Hop,1794637.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,1743951.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,1669049.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,1652982.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,1609064.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,1603360.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,1568226.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,1556046.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,1550330.0,605353.0,2.1,361389.0,4.7
2021 Q2,Hip-Hop,Rap/Hip-Hop,1531549.0,605353.0,2.1,361389.0,4.7
2021 Q2,Indie,Indie,1528888.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,1524156.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,1516976.0,605353.0,2.1,361389.0,4.7
2021 Q2,Folk,Folk,1481129.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,1412728.0,605353.0,2.1,361389.0,4.7
2021 Q2,Drill,Rap/Hip-Hop,1392163.0,605353.0,2.1,361389.0,4.7
2021 Q2,Latin,Latin,1376876.0,605353.0,2.1,361389.0,4.7
2021 Q2,R&B,R&B,1361709.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,1352667.0,605353.0,2.1,361389.0,4.7
2021 Q2,Dance,Dance/House,1315668.0,605353.0,2.1,361389.0,4.7
2021 Q2,Grime,Electronic,1288739.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,1242296.0,605353.0,2.1,361389.0,4.7
2021 Q2,Country,Country,1229620.0,605353.0,2.1,361389.0,4.7
2021 Q2,Grime,Electronic,1228987.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,1212909.0,605353.0,2.1,361389.0,4.7
2021 Q2,Swing,Swing,1197786.0,605353.0,2.1,361389.0,4.7
2021 Q2,Latin,Latin,1181170.0,605353.0,2.1,361389.0,4.7
2021 Q2,Hip-Hop,Rap/Hip-Hop,1176917.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,1159508.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,1152876.0,605353.0,2.1,361389.0,4.7
2021 Q2,R&B,R&B,1151092.0,605353.0,2.1,361389.0,4.7
2021 Q2,Comedy,Other,1127453.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,1127388.0,605353.0,2.1,361389.0,4.7
2021 Q2,R&B,R&B,1124866.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,1091418.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,1076588.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,1060345.0,605353.0,2.1,361389.0,4.7
2021 Q2,Drill,Rap/Hip-Hop,1053764.0,605353.0,2.1,361389.0,4.7
2021 Q2,R&B,R&B,1038265.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,1000168.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,992442.0,605353.0,2.1,361389.0,4.7
2021 Q2,Indie,Indie,962515.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,955981.0,605353.0,2.1,361389.0,4.7
2021 Q2,Comedy,Other,954253.0,605353.0,2.1,361389.0,4.7
2021 Q2,Grime,Electronic,950704.0,605353.0,2.1,361389.0,4.7
2021 Q2,Drill,Rap/Hip-Hop,940032.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,931371.0,605353.0,2.1,361389.0,4.7
2021 Q2,Unknown,Unknown,929950.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,925122.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,918279.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,899518.0,605353.0,2.1,361389.0,4.7
2021 Q2,Dance,Dance/House,885001.0,605353.0,2.1,361389.0,4.7
2021 Q2,Grime,Electronic,881941.0,605353.0,2.1,361389.0,4.7
2021 Q2,Electronic,Electronic,879928.0,605353.0,2.1,361389.0,4.7
2021 Q2,Hip-Hop,Rap/Hip-Hop,873682.0,605353.0,2.1,361389.0,4.7
2021 Q2,Edm,Electronic,873012.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,848255.0,605353.0,2.1,361389.0,4.7
2021 Q2,Grime,Electronic,847416.0,605353.0,2.1,361389.0,4.7
2021 Q2,Unknown,Unknown,833430.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,821709.0,605353.0,2.1,361389.0,4.7
2021 Q2,Disco,Disco,810390.0,605353.0,2.1,361389.0,4.7
2021 Q2,Indie,Indie,809410.0,605353.0,2.1,361389.0,4.7
2021 Q2,Soft Pop,Pop,804156.0,605353.0,2.1,361389.0,4.7
2021 Q2,Comedy,Other,801513.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,801423.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,796693.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,794263.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,793709.0,605353.0,2.1,361389.0,4.7
2021 Q2,Drill,Rap/Hip-Hop,791541.0,605353.0,2.1,361389.0,4.7
2021 Q2,Dance,Dance/House,788412.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,785504.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,782206.0,605353.0,2.1,361389.0,4.7
2021 Q2,Folk,Folk,779708.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,776098.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,771316.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,761911.0,605353.0,2.1,361389.0,4.7
2021 Q2,House,Dance/House,752258.0,605353.0,2.1,361389.0,4.7
2021 Q2,Hip-Hop,Rap/Hip-Hop,730089.0,605353.0,2.1,361389.0,4.7
2021 Q2,Country,Country,679279.0,605353.0,2.1,361389.0,4.7
2021 Q2,House,Dance/House,647154.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,619417.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,615060.0,605353.0,2.1,361389.0,4.7
2021 Q2,Metal,Rock/Punk/Metal,603783.0,605353.0,2.1,361389.0,4.7
2021 Q2,Country,Country,597053.0,605353.0,2.1,361389.0,4.7
2021 Q2,Soul,Soul,595347.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,569723.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,549048.0,605353.0,2.1,361389.0,4.7
2021 Q2,Drill,Rap/Hip-Hop,536872.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,532962.0,605353.0,2.1,361389.0,4.7
2021 Q2,Disco,Disco,524545.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,520108.0,605353.0,2.1,361389.0,4.7
2021 Q2,Dance,Dance/House,519758.0,605353.0,2.1,361389.0,4.7
2021 Q2,Hip-Hop,Rap/Hip-Hop,516157.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,514550.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,511824.0,605353.0,2.1,361389.0,4.7
2021 Q2,Country,Country,500801.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,498949.0,605353.0,2.1,361389.0,4.7
2021 Q2,Unknown,Unknown,493790.0,605353.0,2.1,361389.0,4.7
2021 Q2,Hip-Hop,Rap/Hip-Hop,492511.0,605353.0,2.1,361389.0,4.7
2021 Q2,Hip-Hop,Rap/Hip-Hop,492003.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,487135.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,486800.0,605353.0,2.1,361389.0,4.7
2021 Q2,Country,Country,485040.0,605353.0,2.1,361389.0,4.7
2021 Q2,Grime,Electronic,479674.0,605353.0,2.1,361389.0,4.7
2021 Q2,Country,Country,477772.0,605353.0,2.1,361389.0,4.7
2021 Q2,Afrobeats,Afrobeats,476797.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,471189.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,465152.0,605353.0,2.1,361389.0,4.7
2021 Q2,Hip-Hop,Rap/Hip-Hop,461938.0,605353.0,2.1,361389.0,4.7
2021 Q2,Unknown,Unknown,457675.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,447938.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,445006.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,444537.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,438860.0,605353.0,2.1,361389.0,4.7
2021 Q2,Soul,Soul,438023.0,605353.0,2.1,361389.0,4.7
2021 Q2,R&B,R&B,437684.0,605353.0,2.1,361389.0,4.7
2021 Q2,Country,Country,436597.0,605353.0,2.1,361389.0,4.7
2021 Q2,Musicals,Musicals,434958.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,434085.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,433289.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,432709.0,605353.0,2.1,361389.0,4.7
2021 Q2,Drill,Rap/Hip-Hop,431580.0,605353.0,2.1,361389.0,4.7
2021 Q2,R&B,R&B,429476.0,605353.0,2.1,361389.0,4.7
2021 Q2,Hip-Hop,Rap/Hip-Hop,426438.0,605353.0,2.1,361389.0,4.7
2021 Q2,Soft Pop,Pop,417921.0,605353.0,2.1,361389.0,4.7
2021 Q2,Country,Country,417524.0,605353.0,2.1,361389.0,4.7
2021 Q2,Country,Country,415446.0,605353.0,2.1,361389.0,4.7
2021 Q2,Drill,Rap/Hip-Hop,413642.0,605353.0,2.1,361389.0,4.7
2021 Q2,Country,Country,410658.0,605353.0,2.1,361389.0,4.7
2021 Q2,K-Pop,K-Pop,409805.0,605353.0,2.1,361389.0,4.7
2021 Q2,Hip-Hop,Rap/Hip-Hop,407604.0,605353.0,2.1,361389.0,4.7
2021 Q2,Hip-Hop,Rap/Hip-Hop,407420.0,605353.0,2.1,361389.0,4.7
2021 Q2,R&B,R&B,406985.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,406227.0,605353.0,2.1,361389.0,4.7
2021 Q2,Hip-Hop,Rap/Hip-Hop,403146.0,605353.0,2.1,361389.0,4.7
2021 Q2,Swing,Swing,400578.0,605353.0,2.1,361389.0,4.7
2021 Q2,Hip-Hop,Rap/Hip-Hop,399471.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,397926.0,605353.0,2.1,361389.0,4.7
2021 Q2,Hip-Hop,Rap/Hip-Hop,397545.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,397480.0,605353.0,2.1,361389.0,4.7
2021 Q2,Edm,Electronic,397254.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,397205.0,605353.0,2.1,361389.0,4.7
2021 Q2,R&B,R&B,396881.0,605353.0,2.1,361389.0,4.7
2021 Q2,Edm,Electronic,396249.0,605353.0,2.1,361389.0,4.7
2021 Q2,Afrobeats,Afrobeats,395278.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,394374.0,605353.0,2.1,361389.0,4.7
2021 Q2,Grime,Electronic,394122.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,387540.0,605353.0,2.1,361389.0,4.7
2021 Q2,Punk,Rock/Punk/Metal,386844.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,386627.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,385259.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,384090.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,383051.0,605353.0,2.1,361389.0,4.7
2021 Q2,Unknown,Unknown,382679.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,382458.0,605353.0,2.1,361389.0,4.7
2021 Q2,House,Dance/House,382081.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,381928.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,380082.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,380037.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,377265.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rap,Rap/Hip-Hop,377089.0,605353.0,2.1,361389.0,4.7
2021 Q2,Grime,Electronic,376405.0,605353.0,2.1,361389.0,4.7
2021 Q2,Comedy,Other,376384.0,605353.0,2.1,361389.0,4.7
2021 Q2,Rock,Rock/Punk/Metal,376136.0,605353.0,2.1,361389.0,4.7
2021 Q2,Country,Country,375015.0,605353.0,2.1,361389.0,4.7
2021 Q2,Pop,Pop,371487.0,605353.0,2.1,361389.0,4.7
2021 Q2,Soft Pop,Pop,371433.0,605353.0,2.1,361389.0,4.7
2021 Q2,Indie,Indie,370096.0,605353.0,2.1,361389.0,4.7
2021 Q2,Drill,Rap/Hip-Hop,368150.0,605353.0,2.1,361389.0,4.7
2021 Q2,Grime,Electronic,367458.0,605353.0,2.1,361389.0,4.7
2021 Q2,Folk,Folk,366255.0,605353.0,2.1,361389.0,4.7
2021 Q2,Drill,Rap/Hip-Hop,364211.0,605353.0,2.1,361389.0,4.7
2021 Q3,Soft Pop,Pop,49938120.0,615459.0,2.7,372109.0,4.4
2021 Q3,Pop,Pop,41710940.0,615459.0,2.7,372109.0,4.4
2021 Q3,Rap,Rap/Hip-Hop,34596893.0,615459.0,2.7,372109.0,4.4
2021 Q3,Rock,Rock/Punk/Metal,25728987.0,615459.0,2.7,372109.0,4.4
2021 Q3,Rock,Rock/Punk/Metal,23859945.0,615459.0,2.7,372109.0,4.4
2021 Q3,House,Dance/House,23607827.0,615459.0,2.7,372109.0,4.4
2021 Q3,Rap,Rap/Hip-Hop,22904435.0,615459.0,2.7,372109.0,4.4
2021 Q3,Electronic,Electronic,22232953.0,615459.0,2.7,372109.0,4.4
2021 Q3,Pop,Pop,18868721.0,615459.0,2.7,372109.0,4.4
2021 Q3,Grime,Electronic,18776612.0,615459.0,2.7,372109.0,4.4
2021 Q3,R&B,R&B,18717897.0,615459.0,2.7,372109.0,4.4
2021 Q3,Electronic,Electronic,18607158.0,615459.0,2.7,372109.0,4.4
2021 Q3,R&B,R&B,16984062.0,615459.0,2.7,372109.0,4.4
2021 Q3,Rap,Rap/Hip-Hop,15485931.0,615459.0,2.7,372109.0,4.4
2021 Q3,Pop,Pop,15383754.0,615459.0,2.7,372109.0,4.4
2021 Q3,Pop,Pop,15322113.0,615459.0,2.7,372109.0,4.4
2021 Q3,Grime,Electronic,14653664.0,615459.0,2.7,372109.0,4.4
2021 Q3,Edm,Electronic,14403654.0,615459.0,2.7,372109.0,4.4
2021 Q3,Pop,Pop,13892103.0,615459.0,2.7,372109.0,4.4
2021 Q3,Soul,Soul,13790298.0,615459.0,2.7,372109.0,4.4
2021 Q3,House,Dance/House,13723588.0,615459.0,2.7,372109.0,4.4
2021 Q3,Drill,Rap/Hip-Hop,13541848.0,615459.0,2.7,372109.0,4.4
2021 Q3,House,Dance/House,13368246.0,615459.0,2.7,372109.0,4.4
2021 Q3,Dance,Dance/House,13196870.0,615459.0,2.7,372109.0,4.4
2021 Q3,Pop,Pop,13189965.0,615459.0,2.7,372109.0,4.4
2021 Q3,R&B,R&B,12978339.0,615459.0,2.7,372109.0,4.4
2021 Q3,Drill,Rap/Hip-Hop,12758441.0,615459.0,2.7,372109.0,4.4
2021 Q3,Rap,Rap/Hip-Hop,12123470.0,615459.0,2.7,372109.0,4.4
2021 Q3,Dance,Dance/House,12081541.0,615459.0,2.7,372109.0,4.4
2021 Q3,Indie,Indie,11774448.0,615459.0,2.7,372109.0,4.4
2021 Q3,Pop,Pop,11590268.0,615459.0,2.7,372109.0,4.4
2021 Q3,Grime,Electronic,11583499.0,615459.0,2.7,372109.0,4.4
2021 Q3,Dance,Dance/House,11323879.0,615459.0,2.7,372109.0,4.4
2021 Q3,R&B,R&B,11309203.0,615459.0,2.7,372109.0,4.4
2021 Q3,House,Dance/House,11277516.0,615459.0,2.7,372109.0,4.4
2021 Q3,Pop,Pop,11203289.0,615459.0,2.7,372109.0,4.4
2021 Q3,R&B,R&B,11111296.0,615459.0,2.7,372109.0,4.4
2021 Q3,Drill,Rap/Hip-Hop,11081755.0,615459.0,2.7,372109.0,4.4
2021 Q3,Rap,Rap/Hip-Hop,10988222.0,615459.0,2.7,372109.0,4.4
2021 Q3,House,Dance/House,10958979.0,615459.0,2.7,372109.0,4.4
2021 Q3,Rock,Rock/Punk/Metal,10756403.0,615459.0,2.7,372109.0,4.4
2021 Q3,Dance,Dance/House,10702426.0,615459.0,2.7,372109.0,4.4
2021 Q3,R&B,R&B,10647927.0,615459.0,2.7,372109.0,4.4
2021 Q3,Pop,Pop,10463152.0,615459.0,2.7,372109.0,4.4
2021 Q3,Dance,Dance/House,10124540.0,615459.0,2.7,372109.0,4.4
2021 Q3,Dance,Dance/House,10027330.0,615459.0,2.7,372109.0,4.4
2021 Q3,Drill,Rap/Hip-Hop,9937955.0,615459.0,2.7,372109.0,4.4
2021 Q3,Pop,Pop,9766842.0,615459.0,2.7,372109.0,4.4
2021 Q3,Rap,Rap/Hip-Hop,9480597.0,615459.0,2.7,372109.0,4.4
2021 Q3,Grime,Electronic,9331811.0,615459.0,2.7,372109.0,4.4
2021 Q3,Pop,Pop,9179669.0,615459.0,2.7,372109.0,4.4
2021 Q3,Pop,Pop,9031032.0,615459.0,2.7,372109.0,4.4
2021 Q3,Pop,Pop,9024302.0,615459.0,2.7,372109.0,4.4
2021 Q3,Edm,Electronic,8920187.0,615459.0,2.7,372109.0,4.4
2021 Q3,R&B,R&B,8507952.0,615459.0,2.7,372109.0,4.4
2021 Q3,Pop,Pop,8501288.0,615459.0,2.7,372109.0,4.4
2021 Q3,Edm,Electronic,8441433.0,615459.0,2.7,372109.0,4.4
2021 Q3,Pop,Pop,8295254.0,615459.0,2.7,372109.0,4.4
2021 Q3,Edm,Electronic,8245120.0,615459.0,2.7,372109.0,4.4
2021 Q3,Rock,Rock/Punk/Metal,8243498.0,615459.0,2.7,372109.0,4.4
2021 Q3,Electronic,Electronic,8130515.0,615459.0,2.7,372109.0,4.4
2021 Q3,Rock,Rock/Punk/Metal,8061961.0,615459.0,2.7,372109.0,4.4
