,Song ID,Spotify URI,Song Title,Performer,Region,Quarter,Quarterly Streams,Best Quarterly Position,Peak Position,Worst Position,Time On Chart,Consecutive Weeks,Instance,Previous Week,Chart URL
5198,Model BusesLovejoy,2XHa3OK2B1oa5tqa5Sksc1,Model Buses,Lovejoy,gb,2021 Q4,491043,108,108,108,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-21
185,"777Bruno Mars, Anderson .Paak, Silk Sonic",4zm8xZiV5FxJu62EHEvZaT,777,"Bruno Mars, Anderson .Paak, Silk Sonic",gb,2021 Q4,484074,129,129,129,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-18
6527,ReciprocateSummer Walker,5xGqh5mjKgOhp9TOlFeCcJ,Reciprocate,Summer Walker,gb,2021 Q4,483942,102,102,102,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
954,Between UsLittle Mix,2N9fGz3nPXci2w80p1lQIW,Between Us,Little Mix,gb,2021 Q4,482440,104,104,104,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
2912,Get You DownSam Fender,7wvo89jxI2T4coy9yIvZWM,Get You Down,Sam Fender,gb,2021 Q4,475138,104,104,104,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-14
7628,State Of Grace (Acoustic Version) (Taylor's Version)Taylor Swift,5jAIouBES8LWMiriuNq170,State Of Grace (Acoustic Version) (Taylor's Version),Taylor Swift,gb,2021 Q4,471846,136,136,136,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-18
1945,DesireD-Block Europe,6N0dFsh16LrXwQQJY553en,Desire,D-Block Europe,gb,2021 Q4,471339,129,129,129,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-25
795,"Be PoliteD-Block Europe, Tion Wayne",3LWaTTIPou8XT6goIkmDJV,Be Polite,"D-Block Europe, Tion Wayne",gb,2021 Q4,469355,130,130,130,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-25
4067,It's All Futile! It's All Pointless!Lovejoy,6letGsy9pQEAiVt0VLJIWg,It's All Futile! It's All Pointless!,Lovejoy,gb,2021 Q4,467606,115,115,115,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-21
3196,HalfwayMimi Webb,3dKMVCShHl7cT4IMoxj8x0,Halfway,Mimi Webb,gb,2021 Q4,463107,104,104,104,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-28
8481,"Toxic (with Lil Durk)Summer Walker, Lil Durk",4blMQHONplzay3YkNIUlcn,Toxic (with Lil Durk),"Summer Walker, Lil Durk",gb,2021 Q4,456956,122,122,122,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
4702,Long Way OffSam Fender,2a4K3mAOcvFuVSaKqkQA4I,Long Way Off,Sam Fender,gb,2021 Q4,456084,110,110,110,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-14
5170,Mistletoe And Holly - Remastered 1999Frank Sinatra,7faDzZnZYqTyYThx2sbHVQ,Mistletoe And Holly - Remastered 1999,Frank Sinatra,gb,2021 Q4,455370,156,132,156,3,,3.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-30
8601,"Unloyal (with Ari Lennox)Summer Walker, Ari Lennox",081Shn2hU3YxvQmGaCPegr,Unloyal (with Ari Lennox),"Summer Walker, Ari Lennox",gb,2021 Q4,454832,124,124,124,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
6736,Ronan (Taylor's Version)Taylor Swift,7nWui6jiMM2m9qFmET1Mtj,Ronan (Taylor's Version),Taylor Swift,gb,2021 Q4,452722,150,150,150,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-18
990,Bite MeAvril Lavigne,4bNa2MHnPB7zckROAHh8mR,Bite Me,Avril Lavigne,gb,2021 Q4,451792,151,151,151,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-18
3534,Hometown GloryAdele,4zFHwVj4A8s0G5f7aOlpKo,Hometown Glory,Adele,gb,2021 Q4,450663,123,123,123,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-21
1173,"Boyz (feat. Nicki Minaj)Jesy Nelson, Nicki Minaj",59nbIJxGb1qkrzbtTomZkL,Boyz (feat. Nicki Minaj),"Jesy Nelson, Nicki Minaj",gb,2021 Q4,448501,128,128,128,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
2232,Double TapAbra Cadabra,1kzJ786jktCryP59bq4wij,Double Tap,Abra Cadabra,gb,2021 Q4,448113,111,111,111,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-04
1065,Blue ChristmasMichael Bublé,6Lh85Pe18pqvNdDoWgTVUC,Blue Christmas,Michael Bublé,gb,2021 Q4,447762,159,159,159,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-30
5987,"Own Brand FreestyleFelixThe1st, Dreya Mac, Finch Fetti",1p2VYcXdvno7iVQOOmYkEs,Own Brand Freestyle,"FelixThe1st, Dreya Mac, Finch Fetti",gb,2021 Q4,447102,153,153,153,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-18
1005,"Black SheepD-Block Europe, Lil Pino",19aDB59M3bD2ByWM2QONeb,Black Sheep,"D-Block Europe, Lil Pino",gb,2021 Q4,445864,145,145,145,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-25
8710,WYD Now?Sadie Jean,3ZBeHiRJUj1vdiU8zzGPgb,WYD Now?,Sadie Jean,gb,2021 Q4,445335,169,169,169,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-16
6102,Patek PainD-Block Europe,4U8tNqzAxS2Rtz11s5qeaZ,Patek Pain,D-Block Europe,gb,2021 Q4,444458,146,146,146,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-25
6879,Sad Girlz Luv Money Remix (feat. Kali Uchis)Amaarae,15HMh4yxdf4wyxSZSlOgGZ,Sad Girlz Luv Money Remix (feat. Kali Uchis),Amaarae,gb,2021 Q4,444314,112,112,112,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-04
5242,"MoodD-Block Europe, M Huncho",1IwPqpw3i28fiJB9bi3o1H,Mood,"D-Block Europe, M Huncho",gb,2021 Q4,442019,148,148,148,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-25
129,"30/90 (from ""tick, tick... BOOM!"" Soundtrack from the Netflix Film)Andrew Garfield, Joshua Henry, Vanessa Hudgens, Robin de Jesus, Alexandra Shipp, MJ Rodriguez",55MIRLbZzpYSmMlRt9ZDWM,"30/90 (from ""tick, tick... BOOM!"" Soundtrack from the Netflix Film)","Andrew Garfield, Joshua Henry, Vanessa Hudgens, Robin de Jesus, Alexandra Shipp, MJ Rodriguez",gb,2021 Q4,441839,163,163,163,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-30
2914,Getting StartedSam Fender,4jzK6Ey84SAexMK5C2JWKx,Getting Started,Sam Fender,gb,2021 Q4,441727,116,116,116,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-14
7378,"Skepta x Fumez The Engineer - Plugged InFumez The Engineer, Skepta",77LDURvNd8YwpQdynKs7oI,Skepta x Fumez The Engineer - Plugged In,"Fumez The Engineer, Skepta",gb,2021 Q4,437873,131,131,131,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
9287,You Don’t Know MeSummer Walker,7gpIj4wMeTKptFxetrNKzY,You Don’t Know Me,Summer Walker,gb,2021 Q4,437423,132,132,132,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
3998,InsaneSummer Walker,3pcxxaUxAMSfz2zgetHydD,Insane,Summer Walker,gb,2021 Q4,433847,135,135,135,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
2924,GhostbustersRay Parker Jr.,6thXB4RmajS4oZPNiBAKy0,Ghostbusters,Ray Parker Jr.,gb,2021 Q4,433284,117,110,189,5,,5.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-04
6111,Pay AttentionD-Block Europe,2q9MkXnlQZDe0vDvUReQ4k,Pay Attention,D-Block Europe,gb,2021 Q4,431013,154,154,154,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-25
150,4amJBee,3jTWd38NseaNnSuIK2Ybsp,4am,JBee,gb,2021 Q4,427179,184,184,184,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-23
7347,"Silk Sonic IntroBruno Mars, Anderson .Paak, Silk Sonic",5joiME4fAdb6FqrsXOs3u9,Silk Sonic Intro,"Bruno Mars, Anderson .Paak, Silk Sonic",gb,2021 Q4,425182,162,162,162,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-18
7497,Someday At ChristmasStevie Wonder,2X5noCM9Klrm4zXfyyPdRN,Someday At Christmas,Stevie Wonder,gb,2021 Q4,425177,174,174,174,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-30
1728,Constant BullshitSummer Walker,1luvsaicSpNDRLgOtRZxWO,Constant Bullshit,Summer Walker,gb,2021 Q4,424532,137,137,137,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
8563,"UFOD-Block Europe, Aitch",7G5VNGDnHt414PyL8rosns,UFO,"D-Block Europe, Aitch",gb,2021 Q4,424024,188,188,188,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-09
9336,You'll Understand When You're OlderLovejoy,6Jmcp9lvqThYqwJc033uWS,You'll Understand When You're Older,Lovejoy,gb,2021 Q4,423622,135,135,135,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-21
5677,Not In The Mood (feat. Fivio Foreign & Kay Flock)Lil Tjay,25GyyK9CyZRiDCsPY51fIT,Not In The Mood (feat. Fivio Foreign & Kay Flock),Lil Tjay,gb,2021 Q4,423060,131,131,131,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-28
6938,"Santa Claus Is Coming to Town (feat. Frank Sinatra)Kylie Minogue, Frank Sinatra",5Aky21wFrbTmm90wcvua4o,Santa Claus Is Coming to Town (feat. Frank Sinatra),"Kylie Minogue, Frank Sinatra",gb,2021 Q4,422345,178,178,178,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-30
8122,The Christmas SweaterMichael Bublé,30QRKfHBopZn6UNqqSJQ9O,The Christmas Sweater,Michael Bublé,gb,2021 Q4,421372,179,179,179,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-30
5103,"Merry Christmas, Happy Holidays*NSYNC",15coTBAzEN1bOeipoNDZAR,"Merry Christmas, Happy Holidays",*NSYNC,gb,2021 Q4,421153,180,134,180,2,,2.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-30
2798,From My WindowJuice WRLD,6U0vwOILZNn5O6w1IZ1Mzr,From My Window,Juice WRLD,gb,2021 Q4,421076,184,184,184,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-16
9428,abcdefu (angrier)GAYLE,1EQFOouqdKYdpbNoOHRVO2,abcdefu (angrier),GAYLE,gb,2021 Q4,420475,188,188,188,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-16
7706,StreetsDoja Cat,60ynsPSSKe6O3sfwRnIBRf,Streets,Doja Cat,gb,2021 Q4,419520,196,5,199,35,,3.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-09
3955,In Dulce JubiloMike Oldfield,3cbEoHzeiebNIZLpaeC0jB,In Dulce Jubilo,Mike Oldfield,gb,2021 Q4,419105,183,99,194,5,,5.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-30
595,AyeSam Fender,3ItjcxhQpTpCPXxBAi0shS,Aye,Sam Fender,gb,2021 Q4,418212,132,132,132,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-14
364,Alien BluesVundabar,11iIikXxC6NP0Ma8vMD27x,Alien Blues,Vundabar,gb,2021 Q4,418187,184,85,184,5,4.0,1.0,150.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-30
1791,Cut You OffLittle Mix,5Fpd23MPNCQ8xH2Q1CPhSG,Cut You Off,Little Mix,gb,2021 Q4,416733,169,169,169,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-18
6550,RelocateJuice WRLD,1AtC4WzAiT2RoDEkGknqMT,Relocate,Juice WRLD,gb,2021 Q4,416703,194,194,194,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-16
5254,More MoneyMeekz,0ZLhqWBAhobSU4bTvKdM2K,More Money,Meekz,gb,2021 Q4,416464,171,171,171,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-25
4410,"Leave The Door OpenBruno Mars, Anderson .Paak, Silk Sonic",7MAibcTli4IisCtbHKrGMh,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",gb,2021 Q4,414897,147,147,147,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
8972,When The Sun Goes DownArctic Monkeys,2zzLRQ78kKfPTx8FJQCdC2,When The Sun Goes Down,Arctic Monkeys,gb,2021 Q4,414838,198,150,200,23,,3.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-16
2708,Fluorescent AdolescentArctic Monkeys,7e8utCy2JlSB8dRHKi49xM,Fluorescent Adolescent,Arctic Monkeys,gb,2021 Q4,414495,199,82,199,110,,9.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-16
7345,Silent NightMichael Bublé,6B14wYcEpWhyDvxWRb9Df8,Silent Night,Michael Bublé,gb,2021 Q4,413513,187,187,191,3,,3.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-30
3451,Highway to HellAC/DC,2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,AC/DC,gb,2021 Q4,413362,129,124,185,5,,5.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-04
1019,Blank SpaceTaylor Swift,1u8c2t2Cy7UBoG4ArRcF5g,Blank Space,Taylor Swift,gb,2021 Q4,413091,173,107,185,7,,3.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-18
8789,War ModeBugzy Malone,5r9pEUYZUJaG70Ai6zNgxI,War Mode,Bugzy Malone,gb,2021 Q4,412311,134,134,134,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-14
9014,White ChristmasThe Drifters,72Z28IsvEVLjSWdUKEQgZ0,White Christmas,The Drifters,gb,2021 Q4,409937,191,191,191,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-30
3283,Have Yourself A Merry Little ChristmasJudy Garland,030mot3ZKR3oskfMsqDB2R,Have Yourself A Merry Little Christmas,Judy Garland,gb,2021 Q4,405515,194,194,194,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-30
8307,This ChristmasChristina Aguilera,32h59T8q2SonUPJ006lyXt,This Christmas,Christina Aguilera,gb,2021 Q4,404288,195,195,195,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-30
8982,When a Child Is BornJohnny Mathis,39CZ2qjYxtqUdTh8mqwqzy,When a Child Is Born,Johnny Mathis,gb,2021 Q4,403817,196,179,196,2,,2.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-30
5705,NotionThe Rare Occasions,0sTlGEld0h8kIPZaKDYUf4,Notion,The Rare Occasions,gb,2021 Q4,403788,176,176,186,2,1.0,1.0,186.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-02
4463,Let It Snow! - 10th AnniversaryMichael Bublé,2EmEXCi8ue7p5Xqmqz10kW,Let It Snow! - 10th Anniversary,Michael Bublé,gb,2021 Q4,403615,197,197,197,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-30
9344,You've Got The LoveFlorence + The Machine,244AvzGQ4Ksa5637JQu5Gy,You've Got The Love,Florence + The Machine,gb,2021 Q4,403582,148,126,196,53,,14.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-21
3414,Hiatus - FreestyleM Huncho,2XpX9aywhu0U2avraTSpUj,Hiatus - Freestyle,M Huncho,gb,2021 Q4,401882,142,142,142,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-04
9036,"Who You AreCraig David, MNEK",6mkvEG10ftOIKrMZHVRMiY,Who You Are,"Craig David, MNEK",gb,2021 Q4,399756,165,165,165,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
5707,NotionThe Rare Occasions,4cHKd6qPMR1TMx55KHlida,Notion,The Rare Occasions,gb,2021 Q4,399627,186,186,186,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-25
215,A Holly Jolly ChristmasBrett Eldredge,1GpPsjjd4D1jsteGYpGGIN,A Holly Jolly Christmas,Brett Eldredge,gb,2021 Q4,395886,199,199,199,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-30
2286,Dumb LoveMimi Webb,3RdOimLk6CxkaYMYtGTCB9,Dumb Love,Mimi Webb,gb,2021 Q4,395433,150,21,196,20,19.0,1.0,196.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-28
7592,Squid GameD-Block Europe,7kBDszaf7oFORw1WHlf0Ww,Squid Game,D-Block Europe,gb,2021 Q4,394581,191,191,191,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-25
2151,Don't Shut Me DownABBA,3ARUWZ4hryYXhp6X7KHcaD,Don't Shut Me Down,ABBA,gb,2021 Q4,392223,168,45,168,4,,2.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
1600,CircusSummer Walker,2vdposMtmLoanI0pflut4F,Circus,Summer Walker,gb,2021 Q4,392111,169,169,169,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
5224,"Monster MashBobby ""Boris"" Pickett",6GmL39a9OazWtyMkAbJz7v,Monster Mash,"Bobby ""Boris"" Pickett",gb,2021 Q4,391317,153,153,153,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-04
2535,FallingHarry Styles,1ZMiCix7XSAbfAJlEZWMCp,Falling,Harry Styles,gb,2021 Q4,390616,195,27,195,79,,4.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-25
7200,"She Knows (feat. Amber Coffman & Cults)J. Cole, Cults, Amber Coffman",0Fs9cdPDhptWEDJmiCbkEW,She Knows (feat. Amber Coffman & Cults),"J. Cole, Cults, Amber Coffman",gb,2021 Q4,390109,170,170,170,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
2308,ESTA DeniedD-Block Europe,4RjvtDOJN0sC2PM5WKqJsn,ESTA Denied,D-Block Europe,gb,2021 Q4,389726,198,198,198,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-25
1631,ClosureSummer Walker,6xRnDd8w5GkPTOiHC7zxsb,Closure,Summer Walker,gb,2021 Q4,386282,175,175,175,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
153,4th Baby MamaSummer Walker,3WSBP6JEf4Y2aKD2swQ8AG,4th Baby Mama,Summer Walker,gb,2021 Q4,381755,181,181,181,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
5021,ManeaterNelly Furtado,4wH4dJgrsxONID6KS2tDQM,Maneater,Nelly Furtado,gb,2021 Q4,378765,171,171,171,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-04
700,Bad Habits (feat. Tion Wayne & Central Cee) [Fumez The Engineer Remix]Ed Sheeran,0VcgLoEMA06AKqPxxj2YQs,Bad Habits (feat. Tion Wayne & Central Cee) [Fumez The Engineer Remix],Ed Sheeran,gb,2021 Q4,376711,144,40,144,8,7.0,1.0,140.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-07
7845,SuperstitionStevie Wonder,4N0TP4Rmj6QQezWV88ARNJ,Superstition,Stevie Wonder,gb,2021 Q4,375855,175,175,175,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-04
6551,RemedyAdele,1zZh6zTXcDgvN0C6S1G4gU,Remedy,Adele,gb,2021 Q4,375098,166,166,166,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-21
1776,CryHeadie One,10dIUI2sI4IBXhgEfp5oIs,Cry,Headie One,gb,2021 Q4,371505,151,151,151,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-07
4812,Love All (with JAY-Z)Drake,4VCbgIdr8ptegWeJpqLVHH,Love All (with JAY-Z),Drake,gb,2021 Q4,371289,152,7,152,5,4.0,1.0,98.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-07
7900,Switch A Nigga OutSummer Walker,5Mv7yjian35AddlklJgg1v,Switch A Nigga Out,Summer Walker,gb,2021 Q4,370222,190,190,190,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
9475,brutalOlivia Rodrigo,6SRsiMl7w1USE4mFqrOhHC,brutal,Olivia Rodrigo,gb,2021 Q4,369826,155,8,155,20,19.0,1.0,136.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-07
1858,Dancing On My OwnCalum Scott,2BOqDYLOJBiMOXShCV1neZ,Dancing On My Own,Calum Scott,gb,2021 Q4,369631,173,62,199,38,,11.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-21
5765,Off The GridKanye West,6LNoArVBBVZzUTUiAX2aKO,Off The Grid,Kanye West,gb,2021 Q4,369453,156,9,156,6,5.0,1.0,108.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-07
1910,DealerLana Del Rey,7iqQz931tn59mK6IZ3knRx,Dealer,Lana Del Rey,gb,2021 Q4,368559,186,186,186,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-28
7710,"StreetsideBru-C, Bou",4HcmKnUwCKsloslonqMzCN,Streetside,"Bru-C, Bou",gb,2021 Q4,365432,193,193,193,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
9662,"lovely (with Khalid)Billie Eilish, Khalid",0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),"Billie Eilish, Khalid",gb,2021 Q4,364798,194,194,194,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
37,100 Bags FreestyleYung Filly,76kAtA4XBWaFGQDvBDVYEl,100 Bags Freestyle,Yung Filly,gb,2021 Q4,364520,180,180,180,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-21
1401,Careless WhisperGeorge Michael,4jDmJ51x1o9NZB5Nxxc7gY,Careless Whisper,George Michael,gb,2021 Q4,364288,196,94,196,3,,2.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
1188,Break it off - BonusPinkPantheress,78ul3D77noQsYjSwvwiPU1,Break it off - Bonus,PinkPantheress,gb,2021 Q4,363943,182,182,182,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-21
8888,What A Time (feat. Niall Horan)Julia Michaels,5WtfUKzXircvW8l5aaVZWT,What A Time (feat. Niall Horan),Julia Michaels,gb,2021 Q4,362904,185,132,193,7,,6.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-21
6115,PayphoneMaroon 5,1XGmzt0PVuFgQYYnV2It7A,Payphone,Maroon 5,gb,2021 Q4,359815,196,133,196,10,,2.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-28
469,All of MeJohn Legend,3U4isOIWM3VvDubwSI3y7a,All of Me,John Legend,gb,2021 Q4,352997,200,94,200,25,,10.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-21
9537,family ties (with Kendrick Lamar)Baby Keem,3QFInJAm9eyaho5vBzxInN,family ties (with Kendrick Lamar),Baby Keem,gb,2021 Q4,350092,176,71,176,6,5.0,1.0,143.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-07
7109,"SeptemberEarth, Wind & Fire",4f2GB5ZC7vOUYPAg69N2Xw,September,"Earth, Wind & Fire",gb,2021 Q4,348790,178,59,199,98,2.0,28.0,157.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-07
3976,In The Bible (with Lil Durk & Giveon)Drake,61S79KIVA4I9FXbnsylEHT,In The Bible (with Lil Durk & Giveon),Drake,gb,2021 Q4,345900,184,8,184,5,4.0,1.0,112.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-07
7584,Spit Of YouSam Fender,2SGkIE5YRgm8znklaCArE4,Spit Of You,Sam Fender,gb,2021 Q4,343946,187,187,187,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-07
6681,Roadside (feat. AJ Tracey)Mahalia,3ARhN1R7vBVTEtN7ldAZvn,Roadside (feat. AJ Tracey),Mahalia,gb,2021 Q4,342800,188,188,188,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-07
8520,TropicalSL,3qIxnOusGoTpHvNVMLHscw,Tropical,SL,gb,2021 Q4,341107,190,88,190,11,,2.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-07
4810,Love AgainDua Lipa,4rPkN1FMzQyFNP9cLUGIIB,Love Again,Dua Lipa,gb,2021 Q4,340754,191,51,191,10,,3.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-07
6092,Party Round My Place (feat. Avelino & Toddla T)Aitch,4UEHa4NafpdKahqi7XvLiq,Party Round My Place (feat. Avelino & Toddla T),Aitch,gb,2021 Q4,339963,192,96,192,2,1.0,1.0,96.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-07
4455,Let Her GoPassenger,7DFNE7NO0raLIUbgzY2rzm,Let Her Go,Passenger,gb,2021 Q4,336121,194,147,200,59,,14.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-07
7298,Shut Up and DanceWALK THE MOON,4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,WALK THE MOON,gb,2021 Q4,335945,196,132,200,53,8.0,20.0,193.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-07
1813,Daddy IssuesThe Neighbourhood,5E30LdtzQTGqRvNd7l6kG5,Daddy Issues,The Neighbourhood,gb,2021 Q4,332761,199,83,199,33,,5.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-07
8846,"We Don't Talk About BrunoCarolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",52xJxFP6TqMuO4Yt0eOkMz,We Don't Talk About Bruno,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",gb,2022 Q1,12781365,1,1,86,7,6.0,1.0,86.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2022-01-06
9431,abcdefuGAYLE,4fouWK6XVHhzl78KzQ1UjL,abcdefu,GAYLE,gb,2022 Q1,10606897,2,2,115,13,12.0,1.0,29.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2022-01-06
