year_quarter,genre,Genre_Group,streams,gdp_(£m),inflation_(%),hfce_(£m),unemployment_rate_(%),max_streams_per_genre,is_max_streams,max_stream_genre
2019 Q4,Progressive Rock,Rock/Punk/Metal,505769,621229,1.4,383778,3.7,505769,true,Grime
2019 Q4,Psychedelic Rock,Rock/Punk/Metal,2490747,621229,1.4,383778,3.7,2490747,true,Grime
2019 Q4,Punjabi Hip Hop,Rap/Hip-Hop,2561829,621229,1.4,383778,3.7,2561829,true,Grime
2019 Q4,Reggae,Reggae,444922,621229,1.4,383778,3.7,444922,true,Grime
2019 Q4,Rock,Rock/Punk/Metal,7894427,621229,1.4,383778,3.7,7894427,true,Grime
2019 Q4,Rock & Roll,Rock & Roll,12531205,621229,1.4,383778,3.7,12531205,true,Grime
2019 Q4,Rockabilly,Rock & Roll,2852865,621229,1.4,383778,3.7,2852865,true,Grime
2019 Q4,Rupauls Drag Race,Soundtrack,398482,621229,1.4,383778,3.7,398482,true,Grime
2019 Q4,Snoop Dogg,Rap/Hip-Hop,425821,621229,1.4,383778,3.7,425821,true,Grime
2019 Q4,Soft Pop,Pop,86141028,621229,1.4,383778,3.7,86141028,true,Grime
2019 Q4,Soft Rock,Rock/Punk/Metal,4140375,621229,1.4,383778,3.7,4140375,true,Grime
2019 Q4,Soul,Soul,23126427,621229,1.4,383778,3.7,23126427,true,Grime
2019 Q4,Soundtrack,Soundtrack,9351205,621229,1.4,383778,3.7,9351205,true,Grime
2019 Q4,Swing,Swing,40398330,621229,1.4,383778,3.7,40398330,true,Grime
2019 Q4,Tech House,Dance/House,2499707,621229,1.4,383778,3.7,2499707,true,Grime
2019 Q4,Trance,Electronic,3138091,621229,1.4,383778,3.7,3138091,true,Grime
2019 Q4,Trap,Rap/Hip-Hop,48413101,621229,1.4,383778,3.7,48413101,true,Grime
2019 Q4,Trip Hop,Electronic,415689,621229,1.4,383778,3.7,415689,true,Grime
2019 Q4,Tropical House,Dance/House,15380761,621229,1.4,383778,3.7,15380761,true,Grime
2019 Q4,Uk Drill,Rap/Hip-Hop,38759120,621229,1.4,383778,3.7,38759120,true,Grime
2019 Q4,Vocal Jazz,Jazz,646587,621229,1.4,383778,3.7,646587,true,Grime
2019 Q4,Zayn,Pop,4463659,621229,1.4,383778,3.7,4463659,true,Grime
2020 Q1,Adult Contemporary,Other,1055890,604719,1.7,372624,4.1,1055890,true,Grime
2020 Q1,Afrobeats,Afrobeats,11294489,604719,1.7,372624,4.1,11294489,true,Grime
2020 Q1,Afroswing,Afrobeats,24098783,604719,1.7,372624,4.1,24098783,true,Grime
2020 Q1,Alternative,Alternative,6000020,604719,1.7,372624,4.1,6000020,true,Grime
2020 Q1,Alternative Hip-Hop,Rap/Hip-Hop,17750529,604719,1.7,372624,4.1,17750529,true,Grime
2020 Q1,Alternative R&B,R&B,592451,604719,1.7,372624,4.1,592451,true,Grime
2020 Q1,Alternative Rock,Alternative,7164267,604719,1.7,372624,4.1,7164267,true,Grime
2020 Q1,Britpop,Pop,9841895,604719,1.7,372624,4.1,9841895,true,Grime
2020 Q1,Brooklyn Drill,Rap/Hip-Hop,11242912,604719,1.7,372624,4.1,11242912,true,Grime
2020 Q1,Canadian,Other,1635605,604719,1.7,372624,4.1,1635605,true,Grime
2020 Q1,Classic Rock,Rock/Punk/Metal,14329280,604719,1.7,372624,4.1,14329280,true,Grime
2020 Q1,Country,Country,9470488,604719,1.7,372624,4.1,9470488,true,Grime
2020 Q1,Cover,Cover,358531,604719,1.7,372624,4.1,358531,true,Grime
2020 Q1,Dance,Dance/House,32311371,604719,1.7,372624,4.1,32311371,true,Grime
2020 Q1,Dance Pop,Dance/House,19965196,604719,1.7,372624,4.1,19965196,true,Grime
2020 Q1,Death Metal,Rock/Punk/Metal,640546,604719,1.7,372624,4.1,640546,true,Grime
2020 Q1,Disco,Disco,725827,604719,1.7,372624,4.1,725827,true,Grime
2020 Q1,Drill,Rap/Hip-Hop,15507529,604719,1.7,372624,4.1,15507529,true,Grime
2020 Q1,Electro House,Dance/House,24672514,604719,1.7,372624,4.1,24672514,true,Grime
2020 Q1,Electronic,Electronic,57293653,604719,1.7,372624,4.1,57293653,true,Grime
2020 Q1,Electropop,Electronic,6144617,604719,1.7,372624,4.1,6144617,true,Grime
2020 Q1,Emo Rap,Rap/Hip-Hop,17236077,604719,1.7,372624,4.1,17236077,true,Grime
2020 Q1,Folk,Folk,7076607,604719,1.7,372624,4.1,7076607,true,Grime
2020 Q1,Folk Pop,Folk,6851888,604719,1.7,372624,4.1,6851888,true,Grime
2020 Q1,Gekyume,Other,1696214,604719,1.7,372624,4.1,1696214,true,Grime
2020 Q1,Gorillaz,Electronic,1054382,604719,1.7,372624,4.1,1054382,true,Grime
2020 Q1,Grime,Electronic,239224900,604719,1.7,372624,4.1,239224900,true,Grime
2020 Q1,Hard Rock,Rock/Punk/Metal,3345601,604719,1.7,372624,4.1,3345601,true,Grime
2020 Q1,Hardcore Punk,Rock/Punk/Metal,709217,604719,1.7,372624,4.1,709217,true,Grime
2020 Q1,Hip-Hop,Rap/Hip-Hop,70395166,604719,1.7,372624,4.1,70395166,true,Grime
2020 Q1,House,Dance/House,24343782,604719,1.7,372624,4.1,24343782,true,Grime
2020 Q1,Indie,Indie,26279735,604719,1.7,372624,4.1,26279735,true,Grime
2020 Q1,Indie Pop,Pop,77628212,604719,1.7,372624,4.1,77628212,true,Grime
2020 Q1,K-Pop,K-Pop,4246543,604719,1.7,372624,4.1,4246543,true,Grime
2020 Q1,Lil Baby,Rap/Hip-Hop,838254,604719,1.7,372624,4.1,838254,true,Grime
2020 Q1,Mac Miller,Rap/Hip-Hop,371771,604719,1.7,372624,4.1,371771,true,Grime
2020 Q1,Melodic Rap,Rap/Hip-Hop,110338034,604719,1.7,372624,4.1,110338034,true,Grime
2020 Q1,Melodic Techno,Electronic,1602036,604719,1.7,372624,4.1,1602036,true,Grime
2020 Q1,Musical,Musicals,4912061,604719,1.7,372624,4.1,4912061,true,Grime
2020 Q1,Musicals,Musicals,4638456,604719,1.7,372624,4.1,4638456,true,Grime
2020 Q1,My Top Songs,Other,388353,604719,1.7,372624,4.1,388353,true,Grime
2020 Q1,Neo-Soul,Soul,382638,604719,1.7,372624,4.1,382638,true,Grime
2020 Q1,Pop,Pop,86870728,604719,1.7,372624,4.1,86870728,true,Grime
2020 Q1,Pop Rap,Rap/Hip-Hop,622739,604719,1.7,372624,4.1,622739,true,Grime
2020 Q1,Pop Rock,Rock/Punk/Metal,5243364,604719,1.7,372624,4.1,5243364,true,Grime
2020 Q1,Pop-Punk,Rock/Punk/Metal,339528,604719,1.7,372624,4.1,339528,true,Grime
2020 Q1,Pop-Rock,Pop,15660632,604719,1.7,372624,4.1,15660632,true,Grime
2020 Q1,Psychedelic Rock,Rock/Punk/Metal,5771033,604719,1.7,372624,4.1,5771033,true,Grime
2020 Q1,Psychedelic Soul,Soul,437239,604719,1.7,372624,4.1,437239,true,Grime
2020 Q1,Reggae,Reggae,1206644,604719,1.7,372624,4.1,1206644,true,Grime
2020 Q1,Rock,Rock/Punk/Metal,2709238,604719,1.7,372624,4.1,2709238,true,Grime
2020 Q1,Sheck Wes,Rap/Hip-Hop,598754,604719,1.7,372624,4.1,598754,true,Grime
2020 Q1,Soft Pop,Pop,54305998,604719,1.7,372624,4.1,54305998,true,Grime
2020 Q1,Soul,Soul,11276238,604719,1.7,372624,4.1,11276238,true,Grime
2020 Q1,Soundtrack,Soundtrack,19612500,604719,1.7,372624,4.1,19612500,true,Grime
2020 Q1,Synthpop,Pop,1615627,604719,1.7,372624,4.1,1615627,true,Grime
2020 Q1,Tech House,Dance/House,875310,604719,1.7,372624,4.1,875310,true,Grime
2020 Q1,Trap,Rap/Hip-Hop,25888667,604719,1.7,372624,4.1,25888667,true,Grime
2020 Q1,Tropical House,Dance/House,5801420,604719,1.7,372624,4.1,5801420,true,Grime
2020 Q1,Uk Drill,Rap/Hip-Hop,44056514,604719,1.7,372624,4.1,44056514,true,Grime
2020 Q1,Uk Funky,Funk,1213711,604719,1.7,372624,4.1,1213711,true,Grime
2020 Q1,Uk Garage,Electronic,1121314,604719,1.7,372624,4.1,1121314,true,Grime
2020 Q1,Zayn,Pop,370605,604719,1.7,372624,4.1,370605,true,Grime
2020 Q2,A Subtle Use Of Vocal Harmony,Chill,343885,481769,0.8,286546,4.1,343885,true,Grime
2020 Q2,Adult Contemporary,Other,401933,481769,0.8,286546,4.1,401933,true,Grime
2020 Q2,Adult Standards,Other,335397,481769,0.8,286546,4.1,335397,true,Grime
2020 Q2,Afrobeats,Afrobeats,2131797,481769,0.8,286546,4.1,2131797,true,Grime
2020 Q2,Afroswing,Afrobeats,30492485,481769,0.8,286546,4.1,30492485,true,Grime
2020 Q2,Alternative,Alternative,6944631,481769,0.8,286546,4.1,6944631,true,Grime
2020 Q2,Alternative Hip-Hop,Rap/Hip-Hop,7047318,481769,0.8,286546,4.1,7047318,true,Grime
2020 Q2,Alternative Rock,Alternative,6552202,481769,0.8,286546,4.1,6552202,true,Grime
2020 Q2,Ambient Pop,Pop,379857,481769,0.8,286546,4.1,379857,true,Grime
2020 Q2,Art Pop,Pop,24440106,481769,0.8,286546,4.1,24440106,true,Grime
2020 Q2,Britpop,Pop,11013734,481769,0.8,286546,4.1,11013734,true,Grime
2020 Q2,Brooklyn Drill,Rap/Hip-Hop,15516327,481769,0.8,286546,4.1,15516327,true,Grime
2020 Q2,Classic Rock,Rock/Punk/Metal,31449534,481769,0.8,286546,4.1,31449534,true,Grime
2020 Q2,Country,Country,2983879,481769,0.8,286546,4.1,2983879,true,Grime
2020 Q2,Dance,Dance/House,32073625,481769,0.8,286546,4.1,32073625,true,Grime
2020 Q2,Dance Pop,Dance/House,23750215,481769,0.8,286546,4.1,23750215,true,Grime
2020 Q2,Dance-Pop,Dance/House,8696059,481769,0.8,286546,4.1,8696059,true,Grime
2020 Q2,Disco,Disco,352074,481769,0.8,286546,4.1,352074,true,Grime
2020 Q2,Drill,Rap/Hip-Hop,6100003,481769,0.8,286546,4.1,6100003,true,Grime
2020 Q2,Electro Corridos,Other,339590,481769,0.8,286546,4.1,339590,true,Grime
2020 Q2,Electro House,Dance/House,21956419,481769,0.8,286546,4.1,21956419,true,Grime
2020 Q2,Electronic,Electronic,84707938,481769,0.8,286546,4.1,84707938,true,Grime
2020 Q2,Emo Rap,Rap/Hip-Hop,35533886,481769,0.8,286546,4.1,35533886,true,Grime
2020 Q2,Eurovision,Pop,4635158,481769,0.8,286546,4.1,4635158,true,Grime
2020 Q2,Experimental,Other,390988,481769,0.8,286546,4.1,390988,true,Grime
2020 Q2,Folk,Folk,2181758,481769,0.8,286546,4.1,2181758,true,Grime
2020 Q2,Folk Pop,Folk,8491907,481769,0.8,286546,4.1,8491907,true,Grime
2020 Q2,Folk Rock,Folk,674035,481769,0.8,286546,4.1,674035,true,Grime
2020 Q2,French House,Dance/House,4335456,481769,0.8,286546,4.1,4335456,true,Grime
2020 Q2,Gangsta Rap,Rap/Hip-Hop,1427112,481769,0.8,286546,4.1,1427112,true,Grime
2020 Q2,Grime,Electronic,104628721,481769,0.8,286546,4.1,104628721,true,Grime
2020 Q2,Hard Rock,Rock/Punk/Metal,4801312,481769,0.8,286546,4.1,4801312,true,Grime
2020 Q2,Hardcore Punk,Rock/Punk/Metal,1330591,481769,0.8,286546,4.1,1330591,true,Grime
2020 Q2,Hip-Hop,Rap/Hip-Hop,74251362,481769,0.8,286546,4.1,74251362,true,Grime
2020 Q2,House,Dance/House,20298569,481769,0.8,286546,4.1,20298569,true,Grime
2020 Q2,Indie,Indie,36675637,481769,0.8,286546,4.1,36675637,true,Grime
2020 Q2,Indie Pop,Pop,82647788,481769,0.8,286546,4.1,82647788,true,Grime
2020 Q2,Indie Rock,Indie,1743921,481769,0.8,286546,4.1,1743921,true,Grime
2020 Q2,Jamaican,Reggae,12581474,481769,0.8,286546,4.1,12581474,true,Grime
2020 Q2,K-Pop,K-Pop,359386,481769,0.8,286546,4.1,359386,true,Grime
2020 Q2,Latin,Latin,1615751,481769,0.8,286546,4.1,1615751,true,Grime
2020 Q2,Latin Pop,Latin,707298,481769,0.8,286546,4.1,707298,true,Grime
2020 Q2,Linedance 2020,Country,361356,481769,0.8,286546,4.1,361356,true,Grime
2020 Q2,Melodic Rap,Rap/Hip-Hop,86040017,481769,0.8,286546,4.1,86040017,true,Grime
2020 Q2,Melodic Techno,Electronic,6285610,481769,0.8,286546,4.1,6285610,true,Grime
2020 Q2,Musical,Musicals,1405463,481769,0.8,286546,4.1,1405463,true,Grime
2020 Q2,Musicals,Musicals,686654,481769,0.8,286546,4.1,686654,true,Grime
2020 Q2,New Wave,Rock/Punk/Metal,1294899,481769,0.8,286546,4.1,1294899,true,Grime
2020 Q2,Peak,Other,6637763,481769,0.8,286546,4.1,6637763,true,Grime
2020 Q2,Pop,Pop,50304404,481769,0.8,286546,4.1,50304404,true,Grime
2020 Q2,Pop Punk,Rock/Punk/Metal,731349,481769,0.8,286546,4.1,731349,true,Grime
2020 Q2,Pop Rock,Rock/Punk/Metal,844683,481769,0.8,286546,4.1,844683,true,Grime
2020 Q2,Pop-Punk,Rock/Punk/Metal,1691890,481769,0.8,286546,4.1,1691890,true,Grime
2020 Q2,Pop-Rock,Pop,8122633,481769,0.8,286546,4.1,8122633,true,Grime
2020 Q2,Progressive Rock,Rock/Punk/Metal,4687498,481769,0.8,286546,4.1,4687498,true,Grime
2020 Q2,Psychedelic Rock,Rock/Punk/Metal,5253767,481769,0.8,286546,4.1,5253767,true,Grime
2020 Q2,Rage Rap,Rap/Hip-Hop,679370,481769,0.8,286546,4.1,679370,true,Grime
2020 Q2,Reggae,Reggae,361918,481769,0.8,286546,4.1,361918,true,Grime
2020 Q2,Reggae Fusion,Reggae,665871,481769,0.8,286546,4.1,665871,true,Grime
2020 Q2,Reggaeton,Reggae,2607556,481769,0.8,286546,4.1,2607556,true,Grime
2020 Q2,Rock,Rock/Punk/Metal,3541274,481769,0.8,286546,4.1,3541274,true,Grime
2020 Q2,Slap House,Dance/House,709443,481769,0.8,286546,4.1,709443,true,Grime
2020 Q2,Soft Pop,Pop,29917466,481769,0.8,286546,4.1,29917466,true,Grime
2020 Q2,Soul,Soul,6170103,481769,0.8,286546,4.1,6170103,true,Grime
2020 Q2,Soundtrack,Soundtrack,6664999,481769,0.8,286546,4.1,6664999,true,Grime
2020 Q2,Summer,Other,2567999,481769,0.8,286546,4.1,2567999,true,Grime
2020 Q2,Synthpop,Pop,390066,481769,0.8,286546,4.1,390066,true,Grime
2020 Q2,Tech House,Dance/House,7724977,481769,0.8,286546,4.1,7724977,true,Grime
2020 Q2,Trap,Rap/Hip-Hop,42495052,481769,0.8,286546,4.1,42495052,true,Grime
2020 Q2,Tropical House,Dance/House,10725750,481769,0.8,286546,4.1,10725750,true,Grime
2020 Q2,Uk Drill,Rap/Hip-Hop,18374891,481769,0.8,286546,4.1,18374891,true,Grime
2020 Q2,Uk Funky,Funk,3225194,481769,0.8,286546,4.1,3225194,true,Grime
2020 Q2,Uk Garage,Electronic,407518,481769,0.8,286546,4.1,407518,true,Grime
2020 Q2,Youtube Rap,Rap/Hip-Hop,3612598,481769,0.8,286546,4.1,3612598,true,Grime
2020 Q3,Afrobeats,Afrobeats,1933747,562648,0.8,342361,5,1933747,true,Grime
2020 Q3,Afroswing,Afrobeats,23334978,562648,0.8,342361,5,23334978,true,Grime
2020 Q3,Alternative,Alternative,1426736,562648,0.8,342361,5,1426736,true,Grime
2020 Q3,Alternative Hip-Hop,Rap/Hip-Hop,5693616,562648,0.8,342361,5,5693616,true,Grime
2020 Q3,Alternative Rock,Alternative,5695565,562648,0.8,342361,5,5695565,true,Grime
2020 Q3,Art Pop,Pop,22088510,562648,0.8,342361,5,22088510,true,Grime
2020 Q3,Bedroom Pop,Pop,1046197,562648,0.8,342361,5,1046197,true,Grime
2020 Q3,Britpop,Pop,9604116,562648,0.8,342361,5,9604116,true,Grime
2020 Q3,Brooklyn Drill,Rap/Hip-Hop,98986815,562648,0.8,342361,5,98986815,true,Grime
2020 Q3,Chill,Chill,1008485,562648,0.8,342361,5,1008485,true,Grime
2020 Q3,Classic Rock,Rock/Punk/Metal,28210119,562648,0.8,342361,5,28210119,true,Grime
2020 Q3,Country,Country,12069206,562648,0.8,342361,5,12069206,true,Grime
2020 Q3,Dance,Dance/House,80441509,562648,0.8,342361,5,80441509,true,Grime
2020 Q3,Dance Pop,Dance/House,51501325,562648,0.8,342361,5,51501325,true,Grime
2020 Q3,Dancehall,Reggae,1857549,562648,0.8,342361,5,1857549,true,Grime
2020 Q3,Dance-Pop,Dance/House,18251983,562648,0.8,342361,5,18251983,true,Grime
2020 Q3,Disco,Disco,396216,562648,0.8,342361,5,396216,true,Grime
2020 Q3,Drill,Rap/Hip-Hop,2030937,562648,0.8,342361,5,2030937,true,Grime
2020 Q3,Electro House,Dance/House,11862025,562648,0.8,342361,5,11862025,true,Grime
2020 Q3,Electronic,Electronic,58307485,562648,0.8,342361,5,58307485,true,Grime
2020 Q3,Electropop,Electronic,8648590,562648,0.8,342361,5,8648590,true,Grime
2020 Q3,Emo Rap,Rap/Hip-Hop,22623280,562648,0.8,342361,5,22623280,true,Grime
2020 Q3,Eurovision,Pop,4509229,562648,0.8,342361,5,4509229,true,Grime
2020 Q3,Folk,Folk,11682098,562648,0.8,342361,5,11682098,true,Grime
2020 Q3,Folk Pop,Folk,7104130,562648,0.8,342361,5,7104130,true,Grime
2020 Q3,French House,Dance/House,1032052,562648,0.8,342361,5,1032052,true,Grime
2020 Q3,Grime,Electronic,111147951,562648,0.8,342361,5,111147951,true,Grime
2020 Q3,Hard Rock,Rock/Punk/Metal,4796052,562648,0.8,342361,5,4796052,true,Grime
2020 Q3,Hip-Hop,Rap/Hip-Hop,96489584,562648,0.8,342361,5,96489584,true,Grime
2020 Q3,House,Dance/House,8190977,562648,0.8,342361,5,8190977,true,Grime
2020 Q3,Indie,Indie,39393979,562648,0.8,342361,5,39393979,true,Grime
2020 Q3,Indie Pop,Pop,86203145,562648,0.8,342361,5,86203145,true,Grime
2020 Q3,Jamaican,Reggae,4893525,562648,0.8,342361,5,4893525,true,Grime
2020 Q3,Juice Wrld,Other,767342,562648,0.8,342361,5,767342,true,Grime
2020 Q3,K-Pop,K-Pop,9015085,562648,0.8,342361,5,9015085,true,Grime
2020 Q3,Latin,Latin,4282914,562648,0.8,342361,5,4282914,true,Grime
2020 Q3,Latin Pop,Latin,318918,562648,0.8,342361,5,318918,true,Grime
2020 Q3,Linedance 2020,Country,10166258,562648,0.8,342361,5,10166258,true,Grime
2020 Q3,Melodic Rap,Rap/Hip-Hop,94730292,562648,0.8,342361,5,94730292,true,Grime
2020 Q3,Melodic Techno,Electronic,4675472,562648,0.8,342361,5,4675472,true,Grime
2020 Q3,Metalcore,Rock/Punk/Metal,2246909,562648,0.8,342361,5,2246909,true,Grime
2020 Q3,Modern Rock,Rock/Punk/Metal,339062,562648,0.8,342361,5,339062,true,Grime
2020 Q3,Musicals,Musicals,2969769,562648,0.8,342361,5,2969769,true,Grime
2020 Q3,Peak,Other,5706739,562648,0.8,342361,5,5706739,true,Grime
2020 Q3,Piano,Chill,1518831,562648,0.8,342361,5,1518831,true,Grime
2020 Q3,Polo G,Rap/Hip-Hop,1584271,562648,0.8,342361,5,1584271,true,Grime
2020 Q3,Pop,Pop,37800008,562648,0.8,342361,5,37800008,true,Grime
2020 Q3,Pop-Punk,Rock/Punk/Metal,326481,562648,0.8,342361,5,326481,true,Grime
2020 Q3,Progressive Rock,Rock/Punk/Metal,5124967,562648,0.8,342361,5,5124967,true,Grime
2020 Q3,Psychedelic Rock,Rock/Punk/Metal,5002217,562648,0.8,342361,5,5002217,true,Grime
2020 Q3,Reggae Fusion,Reggae,324074,562648,0.8,342361,5,324074,true,Grime
2020 Q3,Reggaeton,Reggae,32197324,562648,0.8,342361,5,32197324,true,Grime
2020 Q3,Rock,Rock/Punk/Metal,4940833,562648,0.8,342361,5,4940833,true,Grime
2020 Q3,Soft Pop,Pop,15015189,562648,0.8,342361,5,15015189,true,Grime
2020 Q3,Soul,Soul,5672478,562648,0.8,342361,5,5672478,true,Grime
2020 Q3,Summer,Other,9798392,562648,0.8,342361,5,9798392,true,Grime
2020 Q3,Tech House,Dance/House,3370588,562648,0.8,342361,5,3370588,true,Grime
2020 Q3,Trap,Rap/Hip-Hop,48972775,562648,0.8,342361,5,48972775,true,Grime
2020 Q3,Tropical House,Dance/House,12004318,562648,0.8,342361,5,12004318,true,Grime
2020 Q3,Uk Drill,Rap/Hip-Hop,78640764,562648,0.8,342361,5,78640764,true,Grime
2020 Q4,Afrobeats,Afrobeats,1111578,570338,0.8,335721,5.3,1111578,true,Christmas
2020 Q4,Afroswing,Afrobeats,21698988,570338,0.8,335721,5.3,21698988,true,Christmas
2020 Q4,Alternative Hip-Hop,Rap/Hip-Hop,2242901,570338,0.8,335721,5.3,2242901,true,Christmas
2020 Q4,Alternative R&B,R&B,378166,570338,0.8,335721,5.3,378166,true,Christmas
2020 Q4,Alternative Rock,Alternative,17466244,570338,0.8,335721,5.3,17466244,true,Christmas
2020 Q4,Art Pop,Pop,10548226,570338,0.8,335721,5.3,10548226,true,Christmas
2020 Q4,Ballad,Pop,969475,570338,0.8,335721,5.3,969475,true,Christmas
2020 Q4,Baroque Pop,Pop,2131954,570338,0.8,335721,5.3,2131954,true,Christmas
2020 Q4,Bedroom Pop,Pop,17021920,570338,0.8,335721,5.3,17021920,true,Christmas
2020 Q4,Britpop,Pop,6900280,570338,0.8,335721,5.3,6900280,true,Christmas
2020 Q4,Brooklyn Drill,Rap/Hip-Hop,90550566,570338,0.8,335721,5.3,90550566,true,Christmas
2020 Q4,Celtic Rock,Rock/Punk/Metal,14280791,570338,0.8,335721,5.3,14280791,true,Christmas
2020 Q4,Christmas,Christmas,141973492,570338,0.8,335721,5.3,141973492,true,Christmas
2020 Q4,Christmas Songs,Christmas,573842,570338,0.8,335721,5.3,573842,true,Christmas
2020 Q4,Classic Rock,Rock/Punk/Metal,37160722,570338,0.8,335721,5.3,37160722,true,Christmas
2020 Q4,Country,Country,28235599,570338,0.8,335721,5.3,28235599,true,Christmas
2020 Q4,Country Pop,Country,574768,570338,0.8,335721,5.3,574768,true,Christmas
2020 Q4,Dance,Dance/House,67265678,570338,0.8,335721,5.3,67265678,true,Christmas
2020 Q4,Dance Pop,Dance/House,39335004,570338,0.8,335721,5.3,39335004,true,Christmas
2020 Q4,Dance-Pop,Dance/House,4960802,570338,0.8,335721,5.3,4960802,true,Christmas
2020 Q4,Dark Trap,Rap/Hip-Hop,1905337,570338,0.8,335721,5.3,1905337,true,Christmas
2020 Q4,Dembow,Reggae,11986936,570338,0.8,335721,5.3,11986936,true,Christmas
2020 Q4,Disco,Disco,4107264,570338,0.8,335721,5.3,4107264,true,Christmas
2020 Q4,Drill,Rap/Hip-Hop,2278903,570338,0.8,335721,5.3,2278903,true,Christmas
2020 Q4,Electro House,Dance/House,2538966,570338,0.8,335721,5.3,2538966,true,Christmas
2020 Q4,Electronic,Electronic,49746513,570338,0.8,335721,5.3,49746513,true,Christmas
2020 Q4,Electropop,Electronic,31430874,570338,0.8,335721,5.3,31430874,true,Christmas
2020 Q4,Emo Rap,Rap/Hip-Hop,17977060,570338,0.8,335721,5.3,17977060,true,Christmas
2020 Q4,Folk,Folk,5514635,570338,0.8,335721,5.3,5514635,true,Christmas
2020 Q4,Folk Pop,Folk,2161693,570338,0.8,335721,5.3,2161693,true,Christmas
2020 Q4,Garage,Electronic,463665,570338,0.8,335721,5.3,463665,true,Christmas
2020 Q4,Grime,Electronic,82907225,570338,0.8,335721,5.3,82907225,true,Christmas
2020 Q4,Hard Rock,Rock/Punk/Metal,9186611,570338,0.8,335721,5.3,9186611,true,Christmas
2020 Q4,Hip-Hop,Rap/Hip-Hop,70348398,570338,0.8,335721,5.3,70348398,true,Christmas
2020 Q4,House,Dance/House,682804,570338,0.8,335721,5.3,682804,true,Christmas
2020 Q4,Indie,Indie,58200385,570338,0.8,335721,5.3,58200385,true,Christmas
2020 Q4,Indie Pop,Pop,39734965,570338,0.8,335721,5.3,39734965,true,Christmas
2020 Q4,Jazz,Jazz,6203035,570338,0.8,335721,5.3,6203035,true,Christmas
2020 Q4,Justin Bieber,Pop,6037812,570338,0.8,335721,5.3,6037812,true,Christmas
2020 Q4,K-Pop,K-Pop,16700110,570338,0.8,335721,5.3,16700110,true,Christmas
2020 Q4,Linedance 2020,Country,4099587,570338,0.8,335721,5.3,4099587,true,Christmas
2020 Q4,Love,Other,392057,570338,0.8,335721,5.3,392057,true,Christmas
2020 Q4,Lullaby,Chill,421636,570338,0.8,335721,5.3,421636,true,Christmas
2020 Q4,Mashup,Electronic,384911,570338,0.8,335721,5.3,384911,true,Christmas
2020 Q4,Melodic Rap,Rap/Hip-Hop,42246778,570338,0.8,335721,5.3,42246778,true,Christmas
2020 Q4,Metalcore,Rock/Punk/Metal,4463210,570338,0.8,335721,5.3,4463210,true,Christmas
2020 Q4,Modern Rock,Rock/Punk/Metal,434039,570338,0.8,335721,5.3,434039,true,Christmas
2020 Q4,Moombahton,Electronic,1631176,570338,0.8,335721,5.3,1631176,true,Christmas
2020 Q4,Motown,Soul,7329661,570338,0.8,335721,5.3,7329661,true,Christmas
2020 Q4,Musicals,Musicals,4625192,570338,0.8,335721,5.3,4625192,true,Christmas
2020 Q4,Nu Metal,Rock/Punk/Metal,4984683,570338,0.8,335721,5.3,4984683,true,Christmas
2020 Q4,Peak,Other,1439054,570338,0.8,335721,5.3,1439054,true,Christmas
2020 Q4,Piano,Chill,16620884,570338,0.8,335721,5.3,16620884,true,Christmas
2020 Q4,Polo G,Rap/Hip-Hop,6227740,570338,0.8,335721,5.3,6227740,true,Christmas
2020 Q4,Pop,Pop,32437917,570338,0.8,335721,5.3,32437917,true,Christmas
2020 Q4,Pop Punk,Rock/Punk/Metal,2324134,570338,0.8,335721,5.3,2324134,true,Christmas
2020 Q4,Pop Rock,Rock/Punk/Metal,8450294,570338,0.8,335721,5.3,8450294,true,Christmas
2020 Q4,Pop-Rock,Pop,3892151,570338,0.8,335721,5.3,3892151,true,Christmas
2020 Q4,Progressive Rock,Rock/Punk/Metal,1757489,570338,0.8,335721,5.3,1757489,true,Christmas
2020 Q4,Psychedelic Rock,Rock/Punk/Metal,4413080,570338,0.8,335721,5.3,4413080,true,Christmas
2020 Q4,Reggaeton,Reggae,11504742,570338,0.8,335721,5.3,11504742,true,Christmas
2020 Q4,Rock,Rock/Punk/Metal,12005539,570338,0.8,335721,5.3,12005539,true,Christmas
2020 Q4,Rock & Roll,Rock & Roll,14030850,570338,0.8,335721,5.3,14030850,true,Christmas
2020 Q4,Rockabilly,Rock & Roll,3451088,570338,0.8,335721,5.3,3451088,true,Christmas
2020 Q4,Slap House,Dance/House,1485185,570338,0.8,335721,5.3,1485185,true,Christmas
2020 Q4,Soft Pop,Pop,29429361,570338,0.8,335721,5.3,29429361,true,Christmas
2020 Q4,Soft Rock,Rock/Punk/Metal,1456874,570338,0.8,335721,5.3,1456874,true,Christmas
2020 Q4,Soul,Soul,14638670,570338,0.8,335721,5.3,14638670,true,Christmas
2020 Q4,Summer,Other,1625011,570338,0.8,335721,5.3,1625011,true,Christmas
2020 Q4,Swing,Swing,51573279,570338,0.8,335721,5.3,51573279,true,Christmas
2020 Q4,Trance,Electronic,3401053,570338,0.8,335721,5.3,3401053,true,Christmas
2020 Q4,Trap,Rap/Hip-Hop,49592304,570338,0.8,335721,5.3,49592304,true,Christmas
2020 Q4,Tropical House,Dance/House,343279,570338,0.8,335721,5.3,343279,true,Christmas
